#OTU ID	NLF008	DLM017	DLM015	DOF004	DOF003	DLM027	DOM019	DLM021	DOM020	DLM018	DOM022	DOF006	DOM003	DOM008	DLF009	DOM016	DLM022	DOM018	DLM016	DOM001	DLM001	DLM023	DLF014	DOM010	DLM024	DLM011	DLF013	DOM026	DLF001	DLM014	DLM020	DLM028	DLF012	DLM010	DOM013	DOF008	DLM013	DOF009	DOM021	DLM002	DLM012	DLF002	DOM015	NLF012	DOF010	DLM007	DOM023	DOM024	DLM003	DLM019	DOM012	DLF004	DOM005	NLF001	NLF009	NLF002	DOF014	DOF007	DLM009	DLM008	NLF005	DOF012	DOM025	NLF010	DLF005	DOF011	NLF007	DOF002	DOF013	DLM006	DOM014	DLF003	DLF010	NLF006	DLM004	DLF006	DLM005	DLF007	DLF008	NOF012	NLM024	NLM028	NLM006	NOM002	NOM009	NLM010	NOM014	NOM016	NOM015	NOF008	NLM029	NOM020	NLM007	NLM027	NOM010	NOF002	NLM026	NOF005	NLM031	NLM021	NOM017	NLM004	NLM022	NOF010	NOM005	NOM001	NOM019	NLF013	NOM028	NLF015	NOM025	NLM032	NOM027	NOM029	NLM002	NLM008	NOF009	NOM004	NOF013	NLM001	NOM023	NOF001	NOM026	NOF006	NOF011	NOF007	NOF004	NLM009	NLM025	NLM023	NLM016	NOM012	NOM013	NOM007
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus;t__Bacteroides_vulgatus_ATCC_8482	726445	597980	755699	844790	526008	30767	872953	289669	42622	8543	900835	4447510	66952	612290	18167	1844885	369533	354814	557441	827971	140510	911301	1245591	1071253	20786	167793	353644	3018444	151067	779292	533356	449220	696024	1201541	833007	228807	196132	40215	59301	72847	209501	20866	597488	1059772	26094	36478	63555	91728	15118	158903	6064	55431	239	87781	97779	99328	75564	50974	42197	8708	62106	5206	3023	250907	8492	97398	41387	30440	26999	33919	6417	11215	5845	1909	8	3	3	5	3	1055474	1795531	2269215	1041259	1428411	228969	1239193	1868973	541130	1821821	1308477	209293	909429	2678108	16030	1625086	191	303002	2610788	570549	1575377	57606	41208	317409	866953	207056	144522	397381	733387	781151	989734	2070970	941166	85520	34435	231127	57567	248744	323091	23166	61616	41968	28836	26535	37616	53270	127568	41782	10987	2328	37	0	0	3	4
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Parabacteroides_distasonis_ATCC_8503	121916	37572	93497	271862	155485	253765	35537	37968	3558	35177	81548	262336	28953	451965	88331	529927	191186	27330	335893	342438	260078	26488	1103	170043	4759	7733	14832	72112	9944	126832	594160	20546	84	24102	73202	4896	5626	4813	4742	6003	68378	4449	45381	65013	655	1690	3324	2881	34858	4999	911	8549	22036	3166	5698	5555	6352	19130	3920	603	1747	7454	2191	1617	330	1528	10735	14101	3057	1874	1517	249	2988	330	2	1	0	0	0	38660	194050	34461	89528	23661	4382	369686	177576	49687	72877	49684	26863	83366	412289	1274	59703	615	27005	85000	17374	33767	9742	5863	34259	115809	56218	4021	70893	15936	157419	62326	25381	31280	4006	7068	42611	1959	34587	24745	5038	1707	5982	6516	1044	23272	3407	13131	921	1271	1706	16	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_intestinihominis;t__Barnesiella_intestinihominis_YIT_11860	3293	61598	4118	577	2364	29	36728	11898	27	8649	2074	106	20	552	595	133	35211	2218	6761	17762	9527	1771	0	48955	17	1943	58937	18	31	6505	147	533	0	1259	810	3261	849	34	60	118	35	4	217	27128	38	2421	3442	1302	15	2726	27	42	116	14	167	5	1091	2	3	98	253	1	172	16	2142	93	646	689	1	65	31	176	2884	3	0	0	0	0	0	678	1957	331	140634	36	1017	622	491	996	278	17209	239	13363	2856	44	47868	1	3998	294	4337	2395	9812	55	399	1014	619	70	53298	823	323	749	77	290	59	41	898	21	37	1	3	527	23	2520	9	110	788	99	2186	4	72	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas_virosa;t__Butyricimonas_virosa_DSM_23226	6327	20159	18998	4156	1601	1835	17641	10021	1284	2988	6108	305	116	2366	21935	14821	25865	6350	3013	10740	4113	10657	4473	26205	111	719	10400	282	5	9722	1216	3683	3	706	60928	205	7659	211	278	2826	33	9715	4779	14564	365	855	846	6668	2781	6934	448	1710	123	471	1079	171	90	14	20	404	949	29	543	503	1274	167	299	1643	503	719	1120	819	2318	94	0	0	0	0	0	82382	2780	715	28737	624	310	54977	6605	4461	2405	26403	2206	5762	705	63	6267	6	4581	3535	4653	46705	526	1400	2377	27182	2110	14019	32422	9612	1200	32931	405	500	289	285	311	798	6094	21	148	650	95	3213	9	1629	4574	740	508	37	261	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas_synergistica;t__Butyricimonas_synergistica_DSM_23225	13	43	148	13	8	0	123	96	2	84	43	24	0	90	1533	94	576	8	184	407	320	53	0	184	0	6	33	13	1	17559	17	38	4	28	222	7	1868	5	18	23	0	23	28	45	3	14	12	11	51	2008	3	64	25	34	70	2	0	1	0	21	5	0	3	1	9	0	41	27	2	3	12	11	8	7	0	0	0	0	0	139	14	4	203	27	23	286	170	180	23	208	52	126	33	6	146	0	132	57	1005	168	13	12	2	300	10	32	177	60	124	593	3	32	2	12	3	3	18	10	0	4	1	16	0	4	27	2	7	1	3	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas	6	13	21	2	0	0	20	16	2	5	7	2	0	0	28	21	81	3	17	19	3	17	0	18	0	2	10	1	0	14	11	6	0	0	46	0	13	5	1	7	0	10	0	9	0	2	3	12	2	12	0	3	3	2	0	0	0	0	0	1	3	0	2	0	2	1	0	2	0	1	2	0	2	0	0	0	0	0	0	50	18	0	16	1	0	55	5	14	2	23	2	27	2	0	21	0	10	6	5	43	5	0	0	27	3	19	41	9	0	33	0	3	0	0	0	1	3	0	0	1	0	11	1	0	5	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae	4	2	1	1	1	0	3	0	0	3	2	0	0	1	1	0	12	2	31	55	23	4	0	16	0	1	7	0	0	14	0	11	0	6	34	0	0	5	13	2	0	0	1	7	0	3	0	1	6	3	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	1	1	1	0	0	0	0	0	0	3	0	3	7	0	1	3	42	1	6	3	0	21	0	0	9	0	2	9	0	7	0	0	0	8	0	0	27	0	1	4	0	6	0	1	0	3	0	0	0	3	0	3	0	1	2	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus;t__Odoribacter_splanchnicus_DSM_20712	17305	27253	2127	22874	68984	1243	29298	39445	2278	13721	32597	701	417	21485	549	2571	33884	13777	43740	143186	67089	21679	75	35426	94	826	39546	5612	263	41258	1796	42465	425	41008	52389	1815	3865	7743	13514	6200	356	62	12983	31585	133	2294	2265	3365	8576	11601	560	156	413	1274	3938	261	86	254	46	2022	1217	65	823	770	1083	362	8172	4710	8	663	689	2535	5594	415	0	0	0	0	0	39487	40367	7969	43637	334	2341	3214	11024	29538	35520	37726	8747	44392	2201	40	56695	2	17383	57073	12381	41536	4892	10406	12594	99674	1299	2189	45011	22035	8818	3488	420	18712	197	593	2905	3383	3016	198	3092	2022	117	8438	43	115	1451	297	2479	91	1183	7	0	0	1	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_laneus;t__Odoribacter_laneus_YIT_12061	1090	2030	368	97	1316	161	887	471	18	702	874	3867	31	4365	238	1352	976	123	251	614	1575	8509	1	513	12	77	309	405	25	4330	544	1104	0	576	413	421	4369	13	526	110	26	16	533	1956	88	257	236	227	175	1692	4	10	10	26	27	132	33	2	60	150	322	16	7	167	11	10	30	62	2	136	18	12	22	7	0	0	0	0	0	1994	347	288	41768	2602	272	208	2502	969	764	1616	309	2721	219	1	6417	11	12882	1086	177	389	80	102	336	2828	596	307	947	350	664	2743	2536	844	14	5	5089	191	298	26	69	20	4	142	0	12	22	662	61	47	91	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter	3	5	0	0	7	0	3	5	0	0	1	0	0	1	1	4	2	0	2	10	6	2	0	3	0	0	2	1	0	2	1	7	0	4	4	0	0	1	4	3	0	0	0	4	0	0	0	2	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	2	0	1	7	0	1	7	5	0	4	0	0	9	0	5	4	1	12	1	0	1	7	1	2	3	3	0	2	0	2	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	340	74	192	310	292	102	462	80	14	123	79	175	20	216	58	286	264	102	196	194	347	72	26	286	0	5	56	57	9	133	207	64	17	163	218	2	78	27	8	21	23	2	197	60	5	56	10	25	20	48	2	6	10	6	5	8	13	12	6	4	15	6	2	14	4	2	16	9	4	5	1	6	15	2	0	0	0	0	0	104	264	686	159	80	18	208	187	60	125	293	72	98	454	0	73	4	97	124	34	148	96	5	117	156	31	14	141	202	99	78	29	71	22	7	70	12	25	14	2	5	2	8	1	11	5	13	7	0	2	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella	29	85	5	5	0	0	106	32	0	17	12	3	2	1	2	3	61	1	0	26	44	0	0	77	0	2	80	0	0	46	2	1	0	6	35	4	5	0	0	0	0	1	0	35	0	4	7	2	1	11	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	5	3	0	0	0	2	2	0	0	0	0	0	0	3	8	0	163	0	2	25	1	2	2	21	6	29	76	0	74	0	41	1	8	1	25	0	1	0	0	0	80	3	0	5	0	0	3	5	0	0	7	1	0	0	0	5	0	0	4	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Coprobacter;s__Coprobacter_fastidiosus;t__Coprobacter_fastidiosus_NSB1	584	493	1518	583	19856	271	642030	224	3028	3159	73	21440	32	201	47	12727	2726	668	340	322	135799	1041	85	503	8	130	329	283	293	738	554	613	61	548	561	78	207	31	31	54	16	17	3850	5417	13	217	24	7894	84	15632	3	9	18	15	236	50	61	7	50	4217	42	3	2	2264	33	11	1588	1143	0	8	3	336	14	3	0	0	0	0	0	359	1553	2298	331	184	548	35245	4407	145	568	11314	264	175	1538	4	6328	1123	331	622	642	7698	208	118	1551	5489	151	45	4708	7927	137	1737	217	5278	210	7	128	18	56	795	18	138	4	159	19	76	45	118	2937	23	3	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__Barnesiella_viscericola;t__Barnesiella_viscericola_DSM_18177	442	1360	129	436	1097	42	495	1763	32	315	1444	985	105	288	66	241	564	597	627	666	605	496	23	749	19	86	281	266	4	669	69	507	36	409	640	103	263	41	184	45	13	6	175	331	46	36	66	53	56	252	7	26	0	50	14	13	39	2	20	32	70	34	17	18	148	7	16	47	0	7	7	10	17	7	0	0	0	0	0	6488	260	90	1367	135	87	459	1006	176	528	261	141	618	870	1	343	5	756	410	315	639	162	173	695	100	284	44	348	887	1538	2662	550	446	25	78	289	48	44	3	29	45	12	860	4	47	41	4	56	0	20	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	559	129	197	762	297	221	197	102	8	53	103	187	24	370	104	442	1165	80	296	419	367	207	1	270	4	15	57	75	14	169	559	70	0	35	180	15	133	30	18	72	38	14	22	92	7	10	9	16	62	19	0	8	29	2	25	10	9	37	7	5	5	19	7	10	2	1	35	32	6	7	8	3	10	2	0	0	0	0	0	182	248	50	256	282	3	275	147	86	246	208	35	124	678	5	78	0	84	246	27	158	39	23	59	268	54	27	207	115	158	73	27	20	6	9	95	13	52	23	9	12	18	25	0	42	15	48	10	1	3	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Fermentimonas;s__Fermentimonas_caenicola	35	25	5	10	1	1	15	0	4	32	60	313	216	0	14	226	9	2	25	75	54	56	148	66	2	3	21	56	3	33	61	45	79	65	7	17	25	0	0	16	0	1	5	69	11	1	2	1	4	80	0	9	0	9	0	3	2	4	0	1	2	0	0	0	5	15	5	1	1	32	0	0	3	0	0	0	0	0	0	34	15	39	329	36	5	33	49	40	7	55	28	275	3	0	120	11	2	5	36	8	2	83	61	49	3	4	120	1	56	69	1	15	1	8	0	11	6	9	1	9	0	10	0	1	1	1	112	4	23	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__Dysgonomonas_sp._HGC4	1	0	0	1	0	0	5	0	0	1	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	2	1	0	0	0	0	0	1	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__Dysgonomonas_gadei;t__Dysgonomonas_gadei_ATCC_BAA-286	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	1	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__Dysgonomonas_capnocytophagoides;t__Dysgonomonas_capnocytophagoides_DSM_22835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas;s__Dysgonomonas_mossii;t__Dysgonomonas_mossii_DSM_22836	1	0	0	1	1	2	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	3	0	0	0	0	0	16	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter;s__Paludibacter_propionicigenes;t__Paludibacter_propionicigenes_WB4	0	0	0	0	0	0	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__Parabacteroides_goldsteinii_DSM_19448_=_WAL_12034	4704	673	8162	2517	1990	169	4920	5846	280	1230	3857	3937	59	2984	7336	355	718598	471	27476	1042	4782	18860	148	2454	22	97	21893	1204	42	1559	1024	11754	40	1552	2374	250	7902	167	48	140	225	46	4996	2867	2059	54	354	400	276	2974	64	81	114	219	375	273	6551	187	14	144	102	31	40	326	58	45	126	2204	14	72	641	206	613	16	0	0	0	0	1	1916	1055	141	5824	336	156	1718	2523	36324	4096	73009	8576	2714	1336	971	1171	34	1096	5296	1718	5066	1140	3917	1042	1326	1020	157	11739	1911	10928	6414	1266	815	831	57	2934	149	94	113	183	1244	34	1639	8	1017	2287	79	253	7	21	3	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_copri;t__Prevotella_copri_DSM_18205	5063	827132	1364	14	1263	1034017	19	1315	13	25	13783	1	947814	283	6892	10080	696	316	118	316667	37991	269	348	70	433	50	57	550	26	216	48	259	239	273	156	971	456	76	54	68232	46	5	171	372	22	3	89405	70	1192	11325	1425	74607	5	85	64	14	17	13	9	17	933	0	14	4	325	16934	44	1040	4	1184	0	37177	13076	278	0	0	0	0	0	846	1882264	505	102045	1098	453542	242	387	608	108	105	686	2156513	0	527	118	5	200	1197	2847	132	2296666	431933	18	773217	1918	2244913	310223	168	705	894	229	88	317	29	79777	24161	251	30	13	22248	1	10768	0	22	13	3	20	142004	43958	0	1	5	2	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides_johnsonii;t__Parabacteroides_johnsonii_CL02T12C29	65327	5584	3148	29895	18909	5005	10472	8618	320	2193	1469	8465	1385	12032	1947	22108	2795	5243	3818	13052	9147	12230	1197	9170	63	2282	13788	9728	337	5171	10564	3363	846	7506	9337	2260	7663	5502	2222	2966	696	887	14275	5430	303	3722	615	3463	485	617	33	170	50	112	918	274	67	2461	25	880	288	250	2008	403	162	132	170	198	16	102	145	358	464	108	0	0	0	0	0	82277	11507	4518	118320	18895	320	14225	19448	1403	85608	4326	6109	5540	24128	111	20939	68	3283	91873	2691	15399	998	2853	4206	10567	3028	4614	11022	6616	15276	3846	1316	1321	215	913	8328	410	728	217	189	837	139	2577	29	519	197	669	424	203	39	2	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella_xylaniphila;t__Paraprevotella_xylaniphila_YIT_11841	733	7956	1829	3984	851	1063	17396	2757	101	2567	3026	83	10633	2648	173	1091	133	176	1385	1003	78431	1165	462	31859	15	60	1777	752	55	124461	509	11316	7	1112	2083	279	391	39	274	281	137	21	754	1689	19	3108	582	56	114	441	19	993	49	157	54	19	87	47	2	126	413	16	21	91	543	146	505	192	2	1192	10	318	74	716	0	0	0	0	0	730	9348	1946	32605	124	2270	664	2059	441	556	14558	872	12024	2948	16	1016	4	404	591	676	2942	2423	5865	2895	28258	239	10547	6823	8719	1283	604	41	412	50	19	6255	1051	200	73	27	126	51	75	7	65	126	119	28	80	793	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella;s__Alloprevotella_rava;t__Alloprevotella_rava_F0323	0	2	0	1	0	0	1	0	1	1	22	0	3	0	0	0	4	7	1	0	1	0	0	3	0	0	1	0	1	7	0	7	0	1	75	6	0	0	3	0	0	0	0	0	0	0	0	1	4	2	0	1	11	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	4	1	0	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	3	1	82	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	10	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_gingivalis;t__Porphyromonas_gingivalis_ATCC_33277	3	1	24	5	0	2	1	9	1	2	0	1	7	0	15	52	376	3	0	3	5	4	0	0	3	0	0	2	2	12	1	6	1	1	3	1	1	0	2	3	2	0	1	77	0	0	0	0	11	1	2	31	37	1	0	0	0	0	0	0	0	0	0	0	2	0	23	0	2	1	0	0	0	4	0	0	0	0	0	0	2	0	0	0	1	14	0	6	2	9	3	0	4	10	3	0	0	1	2	298	0	82	1	17	0	0	11	0	0	17	0	1	3	0	2	14	0	0	1	0	0	2	0	0	0	2	0	8	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_asaccharolytica;t__Porphyromonas_asaccharolytica_DSM_20707	0	6	0	100	15	0	2	1	0	0	0	1	189	0	5	0	3	5	0	0	0	0	0	14	0	0	187	8	0	2	0	2	0	0	21	13	4	0	0	0	0	0	0	2	1	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	48	0	50	0	0	0	0	0	0	0	7	0	0	1	0	17	4	1	1	9	1	1	0	0	14	2	0	0	0	1	3	3	2	0	0	1	0	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0	4	0	4	0	0	1	0	0	1	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_levii;t__Porphyromonas_levii_DSM_23370	1	0	0	497	1	0	2	0	5	25	1625	0	17	0	8	0	1	32	8	0	0	0	0	0	0	1	2	0	0	1	0	26	0	0	6	34	0	0	0	77	0	0	0	36	2	0	6	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	37	1	6	12	0	0	0	0	0	0	0	102	20	8	0	2	0	0	0	0	3	0	2	279	0	2	3	1	0	197	0	8	2	0	95	35	0	13	0	1	0	0	1	0	0	1	0	0	0	0	0	1	8	1	0	0	0	1	3	3	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	445	549	793	439	113	355	398	218	10	48	530	213	1749	87	66	627	307	95	120	270	608	56	336	385	2	23	76	98	10	373	246	191	34	261	247	17	14	8	247	54	74	0	128	307	3	5	50	3	32	90	2	188	15	2	33	5	6	10	0	13	11	0	0	8	2	42	2	3	1	55	0	6	22	16	0	0	0	0	0	96	792	754	225	96	175	129	143	40	92	64	473	1656	99	6	184	7	106	124	307	73	418	1703	462	230	95	2016	450	40	123	247	23	25	57	4	1046	30	9	30	20	30	0	9	1	90	11	22	10	24	160	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Proteiniphilum;s__Proteiniphilum_acetatigenes;t__Proteiniphilum_acetatigenes_DSM_18083	0	0	0	0	0	0	0	29	2	13	0	0	1	775	0	0	0	0	1	3	58	308	0	179	0	0	0	0	0	0	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	56	0	12	0	0	1	0	0	0	4	11	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	8	0	57	0	1	0	387	6	1	8	0	2	0	0	14	11	1	0	0	3	23	0	0	0	0	1	145	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_macacae;t__Porphyromonas_macacae_DSM_20710_=_JCM_13914	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	4	3	0	0	12	0	0	0	0	0	0	0	13	0	14	0	0	0	0	2	0	6	0	0	0	0	11	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	6	0	1	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_somerae	46	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	3	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
