#OTU ID	B.2006.08.S1.405615	B.2011.06.S1.405532	B.2011.07.S1.405534	B.2011.03.S1.405538	B.2016.03.S1.405618	B.2011.10.S1.405602	B.2011.05.S1.405539	B.2016.04.S1.405579	B.2004.01.S1.405609	B.2012.06.S1.405601	B.2008.07.S1.405599	B.2005.06.S1.405537	B.2011.04.S1.405598	B.2019.08.S1.405613	B.2019.09.S1.405605	B.2004.02.S1.405533	B.2012.01.S1.405593	B.2005.09.S1.405592	B.2012.05.S1.405616	B.2005.02.S1.405604	B.2020.09.S1.405594	B.2011.08.S1.405530	B.2008.02.S1.405555	B.2005.03.S1.405591	B.2016.07.S1.405551	B.2020.03.S1.405571	B.2005.05.S1.405611	B.2020.08.S1.405603	B.2012.09.S1.405527	B.2020.10.S1.405617	B.2012.07.S1.405580	B.2012.03.S1.405546	B.2019.03.S1.405560	B.2012.10.S1.405569	B.2012.08.S1.405556	B.2020.04.S1.405587	B.2008.08.S1.405550	B.2008.04.S1.405565	B.2016.02.S1.405600	B.2019.01.S1.405535	B.2016.05.S1.405583	B.2005.01.S1.405588	B.2019.06.S1.405608	B.2019.05.S1.405612	B.2012.04.S1.405562	B.2011.01.S1.405525	B.2006.09.S1.405526	B.2008.01.S1.405595	B.2008.10.S1.405544	B.2016.06.S1.405581	B.2016.01.S1.405584	B.2004.03.S1.405563	B.2011.09.S1.405577	B.2006.01.S1.405568	B.2012.02.S1.405552	B.2011.02.S1.405575	B.2006.06.S1.405542	B.2006.07.S1.405582	B.2009.10.S1.405585	B.2005.07.S1.405586	B.2004.07.S1.405529	B.2005.08.S1.405559	B.2005.04.S1.405545	B.2009.01.S1.405540	B.2004.08.S1.405610	B.2008.09.S1.405553	B.2005.10.S1.405573	B.2020.01.S1.405576	B.2006.02.S1.405606	B.2009.03.S1.405564	B.2009.04.S1.405531	B.2008.05.S1.405541	B.2008.06.S1.405543	B.2008.03.S1.405528	B.2019.04.S1.405614	B.2020.05.S1.405574	B.2006.04.S1.405572	B.2009.05.S1.405596	B.2004.05.S1.405536	B.2019.10.S1.405561	B.2004.06.S1.405567	B.2006.05.S1.405597	B.2019.02.S1.405607	B.2004.04.S1.405549	B.2009.06.S1.405554	B.2016.08.S1.405590	B.2009.09.S1.405547	B.2009.08.S1.405578	B.2009.02.S1.405570	B.2019.07.S1.405558	B.2020.07.S1.405566	B.2020.02.S1.405548	B.2006.03.S1.405589	B.2020.06.S1.405557	B.2009.07.S1.405524
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris;t__Bacteroides stercoris ATCC 43183	0	43	50	73	0	30	135	0	0	5	128	841	87	0	0	0	72	444	13	886	0	79	300	180	0	0	729	0	14	0	12	16	0	12	16	0	251	216	0	0	0	779	0	0	10	81	0	478	128	0	0	0	84	0	40	51	0	0	476	404	0	310	312	747	0	131	253	0	0	388	852	199	143	173	0	0	0	641	0	0	0	0	0	0	765	0	603	787	101	0	0	0	0	0	551
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	57	54	106	44	194	236	98	574	25	158	15	95	14	177	152	42	266	130	158	39	218	166	35	47	68	312	137	362	105	285	191	212	112	185	138	412	16	15	144	71	225	66	125	161	248	136	72	57	7	137	206	104	131	412	138	48	84	72	15	135	63	92	57	29	48	7	93	112	3	7	26	25	14	19	190	191	120	22	110	196	85	95	97	99	14	140	20	41	15	187	326	217	10	424	24
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	16	15	23	21	8	20	10	16	11	69	10	0	32	21	33	17	72	0	88	0	240	15	37	0	15	332	0	302	32	385	82	117	65	31	77	299	9	30	20	113	4	0	37	45	71	23	18	36	18	20	73	28	7	62	165	23	5	17	0	0	30	0	0	0	27	35	0	60	13	0	0	18	18	30	52	303	13	0	17	48	32	4	54	15	0	23	0	0	0	32	341	95	8	285	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__Flintibacter	0	0	0	2	2	0	1	7	0	0	0	0	0	1	6	0	0	0	2	0	0	2	0	1	2	0	0	0	2	0	1	0	3	0	1	0	0	0	4	1	1	0	0	2	0	0	0	4	0	1	2	2	0	4	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	668	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	422	0	0	161	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis;t__Barnesiella intestinihominis YIT 11860	65	3	10	4	223	6	5	132	0	0	0	18	11	0	0	0	0	19	0	40	0	15	0	30	254	0	25	0	0	0	0	0	0	0	0	0	0	0	194	0	86	22	0	0	0	31	49	0	0	158	139	0	0	89	0	3	61	34	0	21	0	13	23	0	0	0	41	0	99	0	0	0	0	0	0	0	81	0	0	0	0	79	0	0	0	222	0	0	0	0	0	0	129	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	0	2	2	4	0	1	12	0	0	0	1	0	1	0	0	0	0	0	0	0	46	3	10	0	0	49	0	28	0	23	0	0	1	0	0	20	5	8	0	1	0	0	0	0	0	1	0	4	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	45	0	0	0	15	4	2	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	67	0	25	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens;t__Bacteroides xylanisolvens XB1A	0	36	88	31	0	83	74	0	0	0	87	0	31	0	0	0	0	0	0	0	314	76	107	0	0	429	0	297	0	405	0	0	3	0	0	297	213	90	0	17	0	0	0	0	0	30	0	84	84	0	0	0	61	0	0	12	0	0	0	0	0	0	0	0	0	92	0	715	0	0	0	144	63	66	0	321	0	0	0	0	0	0	2	0	0	0	0	0	0	0	393	886	0	298	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	24	1	0	0	24	0	0	4	0	0	0	5	0	0	0	0	0	1	0	4	0	1	0	4	26	0	9	0	0	0	0	0	0	0	0	0	0	0	24	0	53	6	0	0	0	2	25	0	0	10	8	0	0	77	0	0	41	20	0	0	0	0	6	0	0	0	1	0	62	0	0	0	0	0	0	0	55	0	0	0	0	24	0	0	0	20	0	0	0	0	0	0	104	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	73	12	15	11	40	27	4	62	317	29	20	7	20	116	134	61	55	29	25	28	0	27	26	5	42	0	40	0	39	0	29	26	88	37	39	0	27	45	24	39	39	0	79	110	23	26	59	30	9	50	57	94	6	73	29	6	53	80	0	20	72	18	13	0	54	16	10	0	39	0	0	47	25	24	99	0	99	0	126	118	71	91	68	119	0	64	0	0	0	98	0	0	40	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	2	11	6	4	4	9	7	7	37	0	1	2	5	0	0	5	0	8	0	8	0	9	9	4	12	0	6	0	0	0	0	0	0	0	0	0	4	3	5	0	16	0	0	0	0	16	5	6	2	5	6	5	7	9	0	2	9	4	0	5	7	1	7	0	3	2	0	0	5	0	0	3	2	4	0	0	11	0	5	0	8	15	0	9	0	9	0	0	0	0	0	0	3	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas faecihominis	3	3	1	0	3	4	2	7	0	0	0	0	3	0	0	0	0	6	0	0	0	1	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	8	1	0	0	0	2	3	0	0	3	9	0	0	4	0	0	1	4	0	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	0	0	0	4	0	0	0	0	0	0	4	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas	0	4	0	1	22	2	3	23	5	0	1	1	4	0	0	0	0	9	0	5	0	7	4	1	40	0	8	0	0	0	0	0	0	0	0	0	0	0	21	0	18	4	0	0	0	16	0	1	0	28	21	1	2	0	0	5	0	0	0	4	3	4	1	0	1	0	6	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__Coprobacter fastidiosus;t__Coprobacter fastidiosus NSB1	0	0	0	0	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	4	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__Coprobacter fastidiosus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas paravirosa	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	0	0	3	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	3	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter	1	0	0	0	0	0	0	0	6	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	4	0	0	2	2	0	0	1	2	0	0	2	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	2	2	1	3	0	1	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Massiliprevotella;s__Massiliprevotella massiliensis	0	34	19	12	0	34	7	0	0	0	0	0	29	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas bennonis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	111	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	93	0	0	36	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara;t__Paraprevotella clara YIT 11840	0	3	5	19	0	4	26	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	94	0	0	1	21	1	2	18	26	0	2	2	2	151	165	13	0	7	0	7	0	1	5	4	12	0	8	0	0	0	0	0	98	0	0	0	2	2	52	39	21	2	129	162	0	11	102	8	0	14	25	17	1	153	0	0	44	46	0	8	10	8	8	0	8	2	6	0	42	0	0	0	1	8	123	0	49	0	10	119	5	28	36	10	1	11	0	2	1	165	0	0	33	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	3	0	0	0	0	0	0	0	196	0	0	0	0	3	0	55	2	0	1	1	0	1	2	0	3	0	1	1	0	1	6	4	2	5	6	0	0	0	2	1	2	3	2	1	0	3	7	0	0	1	3	54	0	6	3	0	3	1	1	0	38	0	0	0	19	0	0	0	17	2	1	0	1	0	3	0	0	3	14	4	9	7	1	55	0	3	1	1	0	1	1	0	11	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia	0	69	85	188	1	96	62	0	0	0	0	0	302	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	223	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella disiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	18	0	0	0	32	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	49	0	0	0	0	0	17	0	0	11	2	0	0	24	0	0	20	13	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	27	0	0	0	0	31	0	0	0	31	0	0	0	0	0	0	66	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	20	0	0	0	1	0	0	2	1	5	4	0	0	0	0	0	4	0	4	0	19	0	1	0	5	34	0	52	16	41	17	4	0	18	9	42	4	3	0	0	2	0	0	0	3	0	26	1	4	2	4	0	0	5	18	0	17	14	34	0	0	0	0	9	1	0	0	4	7	26	9	9	1	3	0	3	8	9	0	0	0	9	0	0	38	5	29	41	22	0	53	26	29	34	41
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii;t__Alistipes finegoldii DSM 17242	0	0	0	0	132	0	0	116	35	6	4	0	0	0	0	39	9	0	8	0	0	0	2	0	95	1	0	0	33	0	20	7	0	28	17	0	2	6	158	0	103	0	0	0	1	0	0	0	0	84	124	29	0	0	20	0	0	0	0	0	39	0	0	0	22	3	0	0	0	0	0	4	7	4	0	0	0	0	31	0	30	0	0	42	0	77	0	0	0	0	0	0	1	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	50	1	2	0	3	1	1	3	0	12	0	0	2	0	0	0	12	0	29	0	0	2	0	0	0	0	0	0	22	0	34	13	0	17	28	0	0	0	3	0	4	0	0	0	19	14	64	0	0	1	2	0	0	30	20	0	51	29	3	0	0	0	0	7	0	0	0	0	23	3	0	0	0	0	0	0	59	1	0	0	0	57	0	0	2	8	0	1	0	0	0	0	38	0	3
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	2	0	0	5	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii;t__Alistipes ihumii AP11	2	0	0	0	5	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	10	0	0	0	0	1	12	0	0	14	2	0	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	14	0	0	0	0	0	0	5	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus;t__Alistipes indistinctus YIT 12060	0	0	0	0	2	0	0	1	0	3	0	0	1	0	0	0	3	0	4	0	0	0	0	1	0	0	0	0	0	0	6	2	0	3	3	0	0	0	4	0	0	0	0	0	4	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	0	15	23	16	227	17	8	188	276	102	21	5	9	319	232	100	161	35	93	75	0	24	65	24	261	0	57	0	87	0	139	59	199	81	100	0	13	77	267	163	125	245	227	271	59	110	0	34	4	154	49	92	4	0	167	6	0	0	84	24	98	1	21	124	96	10	21	0	0	97	76	55	16	39	248	0	0	110	113	155	70	0	139	99	95	277	78	127	242	269	0	0	0	0	72
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	67	210	291	174	107	275	220	99	38	3	31	64	249	320	216	249	1	28	4	4	17	298	23	41	21	17	40	9	11	27	3	3	109	6	13	18	88	41	65	76	68	2	226	213	6	95	29	27	130	47	6	348	167	61	3	104	57	123	50	51	222	20	35	1	210	141	23	29	110	1	7	55	37	48	175	19	183	4	119	170	202	118	15	338	7	44	71	10	0	342	8	16	114	10	24
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae;t__Parabacteroides merdae ATCC 43184	0	20	22	11	96	25	4	140	21	0	9	0	9	0	0	98	0	0	0	0	0	47	60	0	153	0	0	0	0	0	0	0	0	0	0	0	8	13	131	0	198	0	0	0	0	58	0	65	8	88	73	187	19	0	0	13	0	0	167	0	128	0	0	43	124	1	0	0	0	76	62	16	4	4	0	0	0	53	159	0	170	0	0	137	22	159	219	70	168	0	0	0	0	0	140
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii;t__Alistipes shahii WAL 8301	0	4	8	7	29	9	2	23	27	0	7	2	10	0	0	17	0	5	0	3	0	16	10	1	40	0	6	0	0	0	0	0	0	0	0	0	4	17	39	0	35	1	0	0	0	12	0	18	2	46	45	8	2	0	0	4	0	0	38	4	33	4	18	54	12	1	7	0	0	46	42	15	12	12	0	0	0	51	13	0	15	0	0	24	45	55	43	92	78	0	0	0	0	0	40
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis;t__Alistipes senegalensis JC50	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	4	0	9	0	0	15	8	0	0	2	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	24	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	16	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	26	2	5	2	21	2	1	30	1	43	34	20	4	13	6	5	90	32	43	12	0	2	50	54	41	0	27	0	24	0	62	55	34	40	14	0	23	46	44	33	59	58	28	35	27	5	15	45	24	84	14	15	0	4	38	1	38	19	68	28	13	20	60	34	7	12	23	0	16	14	13	34	45	47	32	0	55	15	5	16	8	70	31	4	52	39	26	26	17	17	0	0	26	0	53
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0	0	0	0	18	0	1	5	0	3	5	1	1	0	0	1	6	5	0	1	0	1	3	6	12	0	4	0	2	0	6	4	2	9	1	0	1	1	6	1	9	6	3	3	7	0	0	1	5	17	7	3	0	1	5	3	3	1	12	7	0	3	6	28	5	4	7	0	1	17	15	1	1	6	0	0	12	13	4	4	2	10	1	2	8	10	6	20	31	3	0	0	3	0	11
