#OTU ID	E19.393126	E14.393108	D34.393152	E30.393091	D43.393029	D52.6m.393073	D6.393059	D13.b.393109	D9.b.393024	D36.393034	F39.393044	D13.a.393151	F8.392959	F54.xAa.392971	D55.6m.393150	D37.393112	D53.393097	D54.393137	F52.xB.393134	D7.393009	F53.xAa.392989	D37.5n.393100	D56.392999	D42.5n.392965	D52.392969	F52.xA5n.393128	F52.xAb.393065	D10.b.393074	E46.392982	D36.5n.392955	F42.393052	D22.5n.393054	F6.393012	F53.xB.393033	D24.393019	D1.393095	D5.392980	F17.393154	D46.393032	D50.393155	D48.5n.393138	D47.393049	D45.392997	D46.5n.393023	D48.393053	D35.393047	D21.5n.392974	D49.392993	E7.393035	F23.392985	F10.392986	E11.b.393106	E17.b.393011	D21.a.393001	E16.a.393116	F43.392978	D33.393064	E31.393098	E1.392958	E21.393092	D40.5n.393010	F22.393105	D32.392957	E50.393121	E6.393046	E51.392992	D55.393021	F16.392966	E10.393119	F38.392977	D18.6m.393070	D2.393107	F9.393057	F54.xAb.393017	D56.6m.393061	D53.6m.393115	D38.393080	E52.393013	D42.393130	F52.xAa.393143	D8.393124	F54.xB.393101	D15.b.393025	D41.392964	F45.5n.393125	D11.b.392956	E25.393004	D9.5n.392973	D19.5n.393000	D28.393022	F46.392987	D4.393142	E12.393141	E4.393060	F7.393045	F26.393062	D15.a.392972	D3.393129	F34.393156	D39.393153	F2.393038	F35.393016	D40.393027	D10.a.393084	D9.a.393068	D22.393118	E13.393149	E18.393089	F32.392983	F33.393018	F30.393015	D20.393127	E17.a.392998	E11.a.392976	F3.393113	D51.6m.392990	F24.393090	F17.5n.393102	F25.393043	D29.393071	E36.393087	E41.393051	F36.393081	E35.393077	D17.392970	D12.392988	F41.393020	D16.a.393131	E23.393135	E52.393008	F53.xAb.393123	F40.393099	D26.392975	E9.393139	E38.392961	F37.392981	D21.b.393031	D31.393093	F5.393056	D11.a.392963	F47.393103	E26.392994	D18.393069	D10.5n.393082	F20.393132	E5.393088	E32.393085	E3.393133	F24.5n.393079	F21.393041	E37.393006	E28.393026	D19.a.393146	F14.393037	D15.5n.393148	D27.393075	E24.393014	E22.393067	E27.393110	F44.393157	F45.393039	F29.393147	F27.393136	D16.b.393030	F28.393055	F31.393028	E45.392984	E49.393145	E29.393048	E48.393111	E34.393050	E20.392995	E33.393096	E8.393058	D14.393072	E40.393144	E42.393003	D19.b.393086	E47.393083	F40.5n.393040	D30.392996	F19.393042	E44.392991	F11.393140	D13.5n.393036	E43.393078	F18.393066	F4.392979	D25.393117	F13.392967	F1.393076	F12.393104	E2.393114	F48.393005	F51.393007	E39.393094	F15.392968	F49.392962	F11.5n.393122	D23.392960	F50.393120	D51.393063	E16.b.393002
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__adolescentis	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	0	0	2	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella; s__lenta	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	0	3	5	0	2	9	5	1	5	0	16	0	4	5	6	5	0	0	5	4	0	6	6	0	4	4	3	9	0	3	0	5	1	2	0	7	4	13	5	8	5	4	0	2	3	8	3	1	0	0	0	7	0	10	8	0	6	1	3	20	0	8	7	0	0	0	0	1	0	26	10	6	3	4	2	0	7	5	0	2	9	7	0	0	0	9	0	6	16	0	0	0	6	0	1	0	0	0	0	1	14	0	0	8	5	12	4	0	0	0	0	10	0	2	0	4	0	6	0	0	0	1	12	0	4	15	9	0	0	0	0	14	0	0	0	17	14	0	0	9	0	0	2	12	8	0	0	2	1	1	0	0	12	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	15	0	13	0	12	0	3	22	0	22	13	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus	2246	158	165	3108	198	89	349	427	1386	99	543	78	1784	187	193	216	55	1798	340	288	161	253	64	400	88	233	195	228	882	158	362	177	116	534	2733	64	38	1075	51	82	141	112	5	45	36	151	27	43	2436	132	811	145	124	113	516	292	191	1218	454	2699	1244	686	209	2063	1649	2706	1115	356	460	569	242	31	204	231	95	883	214	232	1179	288	187	132	593	1361	1424	608	1577	321	92	385	3196	478	107	90	368	1368	777	203	569	19	1668	795	607	219	997	142	69	947	428	1146	911	48	168	242	455	77	118	994	1426	235	166	106	435	152	329	85	364	350	2328	2419	478	307	344	375	104	287	79	200	94	192	1115	1900	202	219	650	3840	661	3756	206	501	138	1349	187	375	959	315	1991	3788	2133	2750	1885	686	2416	251	231	558	84	2339	2988	2197	665	4027	1532	1150	960	102	222	142	1359	421	133	806	56	320	76	93	1517	248	1468	295	386	248	4298	148	89	148	245	142	314	1981	60	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae	311	190	141	577	107	223	217	0	235	83	0	0	0	333	12	206	129	0	287	324	195	245	166	15	138	399	141	0	386	121	0	0	271	30	0	0	237	0	270	605	284	251	10	183	195	69	0	294	400	0	139	270	103	0	219	0	123	389	227	1843	0	0	191	553	327	445	0	112	151	0	0	0	37	486	87	3	148	311	0	524	305	249	0	0	0	0	1028	438	0	0	0	0	233	363	10	0	0	0	0	25	0	0	0	0	120	0	316	1068	0	0	0	0	58	219	0	245	0	0	0	0	280	404	1	154	0	0	0	0	1309	425	0	0	0	94	163	0	0	0	1	0	0	681	0	0	0	1504	344	853	0	0	367	437	0	95	0	0	1409	1868	887	0	0	0	0	0	0	0	36	891	1006	652	347	2558	1159	339	0	145	85	0	622	0	0	0	178	74	0	96	0	0	0	88	89	50	2262	0	0	165	62	0	78	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__acidifaciens	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis	0	35	52	116	117	27	18	2	89	25	32	34	81	27	63	129	72	33	86	37	99	116	107	76	20	51	32	28	118	55	17	19	53	155	0	71	21	68	67	67	59	42	26	38	26	42	9	24	117	34	174	93	22	19	75	10	58	204	90	0	92	52	62	4	112	24	34	61	56	46	41	7	83	40	58	94	85	22	51	72	49	44	0	90	0	151	0	195	52	0	0	180	28	55	140	0	0	0	0	152	118	0	207	66	36	23	31	1	0	0	0	24	44	94	0	32	26	82	0	0	21	147	115	39	19	110	34	0	0	59	407	16	0	46	21	37	14	0	0	30	0	0	39	40	99	6	107	425	43	42	19	248	96	42	0	0	0	0	0	0	0	0	0	1	0	0	10	2	235	7	77	0	337	150	0	36	45	30	111	40	0	52	3	49	103	17	165	14	0	30	66	33	6	1	0	48	39	0	44	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii	0	0	3	0	6	5	47	2	0	5	0	1	7	4	0	19	1	1	3	17	5	18	5	4	2	5	7	3	0	8	0	1	1	4	20	0	0	0	4	1	1	1	0	2	1	8	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	14	0	0	0	4	0	0	1	0	0	5	1	9	0	8	4	0	12	6	4	2	0	2	3	0	0	0	4	2	0	0	0	0	2	11	3	1	0	0	0	0	2	0	2	0	0	0	1	1	0	0	0	2	3	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	5	0	0	1	0	0	0	0	0	0	0	1	10	0	0	0	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	0	0	16	0	135	21	31	0	0	30	0	0	1	7	2	82	35	0	71	107	88	95	81	19	218	23	61	0	0	594	0	0	63	154	0	0	11	0	9	67	48	17	16	285	47	169	0	26	2	0	0	0	0	0	0	0	130	0	2	0	0	0	28	0	0	0	0	0	1	0	0	0	44	171	36	0	71	11	0	218	175	29	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	1	2977	957	23	677	637	763	3125	2107	1122	1660	1361	543	416	416	593	1003	334	1096	1361	744	578	355	735	529	1057	679	1376	4615	851	3074	498	802	584	3	90	660	1536	786	1515	662	677	94	389	800	679	130	650	651	1308	3097	2977	3520	608	2499	2078	889	1293	1552	5	1502	102	1080	45	2176	142	362	928	968	1960	211	103	675	351	1056	700	462	949	663	948	1000	770	60	1554	228	411	5	1684	265	234	466	1118	2217	4502	818	32	106	478	546	1016	400	803	1221	961	1538	839	1986	244	349	982	308	116	1386	1695	149	588	1151	1159	44	310	6814	6044	885	7571	259	109	694	126	0	437	1479	2249	136	1399	5750	805	1060	230	143	683	300	2	86	1470	107	33	3216	229	2146	66	3286	597	65	740	72	294	2	1	8	7	10	264	78	266	22	533	5333	15	94	50	5652	4	54	897	104	6085	3766	106	1384	940	246	157	3985	1268	86	8088	406	2117	37	449	1380	418	2	113	99	4219	557	89	451	11	101	0	1
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__plebeius	0	1	168	0	537	228	106	0	0	347	2	0	10	287	81	169	446	55	422	536	178	193	900	69	533	261	452	0	1	518	9	0	509	315	0	0	124	4	154	474	408	153	4	600	45	284	0	176	0	2	0	0	0	2	0	3	291	0	0	2	12	0	302	0	0	0	11	0	0	2	2	0	158	799	19	506	136	75	23	725	325	206	0	9	19	0	0	0	1	0	49	6	0	0	1033	6	1	0	11	75	0	7	9	1	0	1	0	0	11	18	13	0	0	0	12	357	0	3	16	0	0	0	9	0	0	0	6	1	0	0	46	3	0	0	0	4	1	0	3	0	11	0	0	0	1	0	1	0	2	0	0	9	1	1	1	0	0	0	0	15	14	11	21	0	4	13	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	2	0	0	0	0	2	2	2	0	0	1	0	3	1	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis	0	162	406	1570	138	81	0	0	169	108	0	0	0	83	0	122	1	0	280	0	98	124	0	0	68	108	139	0	119	176	0	0	49	13	0	0	110	0	52	216	201	140	47	87	155	220	0	76	84	0	157	72	116	0	365	0	136	785	258	652	0	0	100	310	96	496	0	69	90	0	1	0	0	197	0	0	103	0	0	140	0	173	0	0	0	0	454	116	0	0	0	0	64	97	0	0	0	0	0	5	0	0	0	0	79	0	93	10	0	0	0	0	61	54	0	100	1	0	0	0	338	94	0	363	0	0	0	0	436	208	0	0	0	29	177	0	0	0	0	0	0	305	0	0	0	193	244	1014	0	0	1232	259	0	59	0	0	581	542	483	0	0	0	0	0	0	0	212	93	314	15	194	1045	1967	80	0	82	135	0	7	0	0	0	100	19	0	213	0	0	0	12	32	16	32	0	0	196	46	0	25	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides	0	257	0	1	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	276	10	0	285	0	0	0	228	0	0	0	0	1	0	1	0	0	522	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	551	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	289	0	435	2	0	0	0	0	71	485	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__gordonii	0	0	14	2	9	6	32	0	0	9	0	0	0	19	0	13	0	0	12	52	11	9	0	0	5	11	10	0	15	6	0	0	1	2	0	0	25	0	6	37	120	7	0	6	14	2	0	31	0	0	11	0	0	0	0	0	10	9	0	0	0	0	5	0	1	0	0	6	0	0	0	0	1	10	15	0	20	67	0	17	25	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	6	0	2	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	4	0	0	3	5	0	11	0	0	0	3	5	0	6	0	0	0	5	2	6	0	0	0	4	4	0	8	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae	0	597	261	307	148	151	298	6	514	234	1898	46	188	247	113	237	65	54	283	236	162	164	156	137	122	285	274	366	160	298	47	283	107	142	0	382	294	969	185	472	146	249	46	112	259	163	137	353	100	73	158	385	169	958	473	54	275	104	413	2	2	877	241	50	115	83	50	57	295	2359	188	200	217	231	248	14	143	372	41	233	380	200	0	2	1	657	60	387	244	1	0	5	425	293	112	1	0	0	1	22	2095	0	10	286	674	652	742	49	0	0	0	84	112	444	0	106	60	1449	1	0	90	326	1060	68	138	1317	711	0	99	59	1	1401	0	42	273	1033	820	0	0	290	0	19	71	836	887	284	48	219	118	605	504	104	163	31	0	0	85	37	30	0	1	0	4	0	0	0	71	117	61	190	56	9	314	95	0	232	71	205	299	891	0	1009	50	33	1013	90	1884	1141	1	27	39	34	14	0	0	218	30	1	32	1	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__melaninogenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter	0	39	6	62	17	6	24	0	77	8	98	8	0	7	0	23	3	0	8	17	31	38	21	0	6	15	8	13	49	18	14	12	1	16	0	4	8	80	10	14	5	12	0	6	5	7	1	8	56	15	42	17	3	5	55	6	7	49	54	0	0	79	8	27	47	51	0	39	25	115	12	2	5	6	16	0	31	24	0	16	29	19	0	0	0	32	0	59	13	0	0	0	10	31	0	2	0	0	10	6	91	11	0	5	61	15	40	1	6	9	0	2	16	36	0	5	10	116	0	0	96	42	67	72	8	43	8	0	0	41	0	33	0	15	41	27	8	0	0	12	0	0	6	22	72	21	32	42	22	47	117	0	11	14	0	0	0	0	0	0	0	0	0	7	0	11	11	16	0	1	42	0	97	56	0	25	45	12	15	11	0	57	0	18	30	28	97	24	0	10	34	13	0	0	0	54	14	0	17	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]	0	319	6	128	28	1	18	0	363	9	30	6	81	6	51	15	3	6	4	29	7	24	24	77	3	14	15	0	219	6	8	0	5	62	1	0	4	19	0	16	8	3	3	7	1	0	0	8	163	27	469	196	363	0	294	9	3	198	271	0	19	5	4	0	64	0	25	261	320	43	5	1	77	13	12	14	7	13	103	3	16	8	1	20	3	2	0	230	4	0	2	20	301	184	27	10	0	1	10	3	22	9	29	0	387	0	599	192	1	8	7	0	109	385	0	4	34	31	3	0	132	364	17	92	2	5	0	3	0	49	33	9	0	169	68	3	1	0	2	1	1	0	3	0	22	0	193	4	50	13	161	0	1	147	1	0	0	0	0	5	1	10	5	7	0	1	51	0	10	0	249	0	126	272	0	169	166	7	99	1	0	11	115	155	4	66	21	9	1	151	234	161	0	3	1	193	150	2	203	1	1	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7	0	0	75	12	78	172	88	0	1	92	1	1	40	287	19	27	38	0	71	174	61	27	27	7	140	24	56	0	1	155	0	0	273	123	0	0	23	0	89	35	140	70	80	34	14	122	1	19	1	0	0	5	5	2	2	0	121	7	9	0	0	0	77	3	2	7	4	2	0	1	1	0	64	368	20	5	45	6	0	116	69	67	0	0	0	0	2	1	1	0	0	0	3	8	43	0	0	0	0	5	0	0	0	0	1	0	3	0	0	0	0	0	1	2	0	99	0	1	0	0	11	4	0	9	0	2	0	0	3	2	0	0	0	0	7	1	0	0	0	0	0	4	0	0	0	4	3	3	0	0	9	1	0	1	0	0	1	0	15	0	0	0	0	0	0	0	8	2	6	0	8	7	15	2	0	2	1	1	1	0	0	0	0	1	1	11	0	0	0	4	3	0	0	0	0	0	0	0	2	0	0	1	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__massiliensis	0	0	1	0	1	0	0	0	6	1	0	0	0	1	0	1	0	0	4	0	0	0	0	0	0	5	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__indistinctus	0	0	3	0	4	3	15	0	0	0	10	0	21	9	1	4	0	2	9	12	3	0	5	0	4	13	3	0	7	6	0	0	1	1	0	0	6	2	8	18	2	8	7	0	20	3	2	13	5	0	8	1	1	0	1	0	8	1	0	11	0	3	11	12	13	11	1	6	1	16	1	4	7	1	15	0	3	27	0	5	5	10	0	0	0	0	9	0	1	0	0	0	0	8	0	0	0	0	0	0	12	0	0	0	1	0	0	32	0	0	0	3	0	0	0	3	0	8	0	0	6	7	2	10	2	0	4	0	6	9	0	15	0	2	11	3	1	0	0	0	0	9	0	0	4	30	1	0	0	2	22	0	3	2	0	0	9	8	2	0	0	0	0	0	0	0	19	10	0	13	4	1	10	6	0	6	2	2	12	2	0	7	39	1	0	12	22	6	0	1	3	1	9	0	0	9	0	0	2	0	0	0	0
