#OTU ID	TS195.2.298978	TS167.299073	TS14.299212	TS16.299068	TS37.299147	TS8.299198	TS33.299224	TS155.2.298990	TS26.299185	TS31.299055	TS91.2.299008	TS131.2.298993	TS39.299167	TS150.299173	TS117.298949	TS56.2.299192	TS2.299130	TS51.299145	TS50.2.299158	TS28.299120	TS27.299223	TS107.2.298960	TS106.2.299179	TS20.299059	TS126.299046	TS15.2.299128	TS126.2.298986	TS49.298982	TS132.299044	TS168.2.298985	TS15.299020	TS61.2.299186	TS192.299012	TS25.299024	TS63.2.299109	TS153.299184	TS50.299027	TS137.298959	TS168.299115	TS125.2.299067	TS183.2.299060	TS19.2.298956	TS74.2.299132	TS169.2.298975	TS186.299199	TS182.2.299113	TS181.299047	TS116.299165	TS32.299074	TS120.2.299136	TS94.299193	TS140.2.299087	TS88.2.299002	TS109.2.299100	TS156.299155	TS94.2.299160	TS6.2.299094	TS9.299144	TS106.299035	TS33.2.299054	TS133.299149	TS95.299180	TS107.299042	TS160.298976	TS3.298967	TS182.299201	TS86.2.299219	TS166.2.298980	TS169.298977	TS86.299064	TS29.298974	TS162.2.299140	TS115.298998	TS191.299146	TS162.299124	TS32.2.298970	TS143.299098	TS161.299188	TS184.299203	TS56.299021	TS57.299197	TS185.299148	TS5.299045	TS142.2.298963	TS118.2.298966	TS19.298958	TS13.299018	TS195.299150	TS149.298994	TS181.2.299083	TS35.298981	TS84.2.298962	TS6.299086	TS51.2.299062	TS179.298987	TS55.2.298952	TS136.299091	TS166.299085	TS154.2.299022	TS132.2.299033	TS65.299182	TS76.2.299161	TS116.2.299078	TS179.2.299016	TS178.299126	TS144.298946	TS144.2.299166	TS34.299217	TS155.299082	TS146.2.299211	TS5.2.298961	TS136.2.298983	TS30.2.299050	TS130.2.298955	TS8.2.299029	TS193.2.299051	TS134.299196	TS140.298995	TS109.299099	TS137.2.299107	TS138.299141	TS95.2.299006	TS89.299011	TS30.298973	TS43.299095	TS142.299170	TS110.299019	TS49.2.299169	TS26.2.299028	TS152.2.299097	TS92.299206	TS83.2.299171	TS134.2.298989	TS139.2.299031	TS91.299152	TS147.2.299003	TS103.2.299213	TS4.299175	TS61.299129	TS22.299221	TS7.2.299010	TS141.2.299017	TS156.2.299036	TS124.2.299092	TS127.299133	TS97.299015	TS103.299049	TS98.2.299041	TS148.299000	TS37.2.299096	TS178.2.299168	TS87.299172	TS128.2.299216	TS82.2.299057	TS119.299110	TS111.2.298964	TS194.299181	TS151.2.298991	TS66.2.299157	TS12.2.299176	TS39.2.299009	TS27.2.299025	TS71.298968	TS110.2.299101	TS10.2.299108	TS38.298997	TS38.2.299081	TS78.2.299070	TS138.2.299162	TS100.298999	TS67.2.299127	TS100.2.298944	TS96.299089	TS170.2.299205	TS180.299063	TS128.299117	TS127.2.299143	TS25.2.299001	TS75.299153	TS88.299013	TS62.2.299088	TS124.298945	TS76.299071	TS31.2.299187	TS7.299061	TS74.299177	TS165.298951	TS104.299154	TS183.298979	TS20.2.299090	TS141.299084	TS77.299105	TS90.298953	TS21.299189	TS44.299183	TS83.299134	TS145.2.299151	TS89.2.299023	TS165.2.299138	TS163.2.299114	TS92.2.299118	TS152.299135	TS1.299139	TS64.2.299164	TS64.299137	TS75.2.298948	TS105.299210	TS143.2.299034	TS139.299195	TS96.2.299214	TS63.299005	TS145.298950	TS117.2.299030	TS71.2.299080	TS68.2.298971	TS131.299040	TS55.298947	TS118.299163	TS11.298996	TS84.299191	TS115.2.299043	TS97.2.299190	TS147.299111	TS151.299215	TS164.299125	TS135.299142	TS78.299102	TS23.299159	TS85.299053	TS190.299218	TS9.2.298969	TS193.299075	TS129.2.299037	TS12.299104	TS4.2.298988	TS98.299220	TS133.2.299076	TS167.2.299004	TS10.299123	TS125.298984	TS21.2.299079	TS194.2.299056	TS119.2.299032	TS69.299058	TS101.2.299207	TS85.2.299119	TS185.2.298957	TS3.2.299103	TS11.2.299208	TS65.2.299065	TS57.2.299112	TS13.2.298954	TS164.2.299007	TS70.2.299052	TS2.2.299116	TS135.2.299222	TS73.299077	TS129.299204	TS146.299014	TS105.2.299038	TS163.299072	TS70.299093	TS67.299039	TS69.2.298972	TS1.2.299121	TS68.299202	TS82.299048	TS90.2.299200	TS87.2.298965	TS72.299209	TS62.299066	TS130.299178	TS111.299174	TS99.2.299069	TS66.299194	TS160.2.299131	TS17.299122	TS120.298992	TS72.2.299026	TS104.2.299106	TS170.299156
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena fissicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Frisingicoccus;s__Frisingicoccus caecimuris	5	0	0	5	1	9	8	0	4	6	0	2	8	5	8	1	2	0	1	0	10	1	0	3	0	3	6	16	1	2	15	2	0	0	13	0	0	6	0	0	0	0	2	0	1	2	6	0	3	2	1	6	5	2	0	0	6	12	0	0	4	0	0	2	11	6	1	0	2	6	4	6	1	0	13	1	1	0	1	4	0	0	5	0	2	2	7	1	6	6	3	0	10	0	0	1	4	8	1	6	3	4	2	1	0	6	2	0	0	0	2	7	25	14	1	2	3	3	0	0	1	1	1	14	8	0	0	8	3	0	0	4	1	3	1	14	4	3	0	3	3	4	0	5	0	1	0	1	5	5	1	3	0	2	1	3	3	2	9	1	7	0	1	0	1	0	2	11	2	2	1	1	0	0	12	2	1	2	5	1	38	9	3	0	11	1	0	16	2	0	2	23	7	17	1	2	1	4	0	5	0	0	2	3	3	8	1	0	1	0	9	4	7	2	0	9	0	0	3	0	0	0	2	0	0	8	2	0	1	4	0	0	1	0	0	10	2	0	3	4	1	1	5	9	4	8	5	2	0	1	0	5	0	0	0	4	11	3	0	5	2	0	0	3	0	2	1	2	2	2	7	2	8	24	9	1	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium	28	15	44	18	51	107	489	76	61	126	22	51	137	413	47	35	143	63	29	64	130	49	18	360	25	86	4	61	30	51	237	37	40	36	18	23	40	21	33	14	51	42	25	45	18	39	21	14	156	18	3	9	22	22	27	14	176	126	47	11	14	22	22	5	71	34	10	14	20	55	30	68	27	46	93	38	37	18	46	60	183	45	141	9	24	92	68	5	88	41	13	47	252	50	18	70	19	106	13	15	24	33	27	15	15	26	23	11	4	8	27	52	37	28	10	29	32	14	24	43	46	17	14	132	111	8	27	44	13	10	13	39	63	66	10	69	78	958	7	49	26	66	12	9	17	28	82	54	76	81	20	63	43	15	21	16	9	12	108	6	34	10	49	57	4	45	35	19	41	27	22	22	14	30	15	49	47	9	57	38	71	42	27	21	102	15	6	24	43	116	25	31	18	256	23	37	6	37	14	59	43	10	19	18	27	35	34	22	32	33	27	69	63	50	40	49	39	35	115	20	8	66	111	44	195	31	2	59	29	38	41	50	34	20	119	29	33	16	19	27	77	12	25	60	15	72	16	14	122	19	16	16	143	20	3	39	113	26	8	23	60	6	11	21	5	28	21	9	17	30	24	97	64	18	15	8	21	0	24	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	30	20	180	8	32	185	223	0	185	112	28	12	37	149	35	2	0	36	100	34	21	76	53	222	15	22	8	123	8	33	45	18	1	110	19	39	490	38	30	37	25	189	21	47	8	54	29	5	9	24	14	1	10	2	34	34	21	50	129	24	22	4	50	2	0	58	13	34	80	26	8	0	9	22	0	36	74	14	41	32	0	31	283	11	148	16	378	41	114	1	26	3	24	7	6	100	31	24	7	32	30	32	1	5	36	15	28	72	1	3	79	33	25	16	3	21	37	7	1	58	75	6	14	57	32	41	13	7	98	0	18	78	68	67	21	53	29	25	12	201	49	18	55	17	19	27	47	30	26	104	19	36	87	17	77	41	24	6	56	41	41	25	58	0	23	33	15	84	23	29	29	83	9	8	6	36	31	3	0	15	0	15	17	13	132	11	42	59	18	38	15	70	10	382	8	56	11	16	12	72	51	1	123	10	0	0	0	29	74	14	9	68	33	23	18	39	237	20	47	5	4	42	37	61	23	17	8	47	36	32	38	9	2	50	17	0	51	74	86	28	110	18	92	0	38	22	45	0	59	21	2	69	64	19	2	21	0	5	11	0	32	17	1	24	8	33	27	11	33	11	2	4	18	0	7	8	14	0	3	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	0	1	2	0	0	1	1	2	0	1	0	0	0	0	1	0	4	2	0	0	3	0	0	2	0	0	0	2	0	2	0	0	0	3	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia;s__Hespellia stercorisuis	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__Lachnobacterium bovis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] bolteae	4	0	0	0	2	2	5	2	8	9	1	9	1	26	3	3	2	3	4	0	1	0	0	4	0	0	0	0	2	0	6	0	6	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	8	1	0	0	0	3	4	0	3	0	0	0	0	5	1	0	3	1	0	0	0	0	6	5	0	0	12	0	2	1	3	1	139	0	12	1	0	15	1	0	0	3	0	0	10	5	0	7	0	4	1	2	0	1	0	6	2	0	2	0	0	0	0	0	5	2	0	3	0	1	1	0	0	0	2	7	7	1	0	8	3	0	1	0	0	0	0	1	2	14	0	4	0	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	0	2	4	1	0	0	8	0	0	2	1	1	0	1	0	0	34	2	3	3	5	7	3	67	3	1	1	1	1	0	2	0	1	1	3	2	13	0	0	1	3	1	2	0	1	0	2	0	9	5	0	1	0	3	5	4	6	1	3	4	4	2	0	0	2	1	0	1	5	0	5	1	0	0	0	0	2	6	15	1	1	1	0	3	2	1	31	1	1	0	0	0	0	0	0	5	0	0	4	6	1	0	6	1	0	1	0	0	1	0	0	0	2	12	34	1	0	1	0	1	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] asparagiforme	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	8	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] amygdalinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] citroniae	0	0	0	0	0	0	0	0	5	2	0	0	0	7	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	4	12	67	34	46	67	97	3	9	14	15	4	52	118	29	18	48	32	15	23	9	10	11	241	6	35	9	32	4	16	57	4	26	2	30	2	26	14	57	15	19	17	17	8	5	83	38	9	5	25	6	2	19	13	5	12	6	123	34	1	12	6	4	5	18	67	12	31	4	35	8	17	3	23	5	24	51	30	59	36	113	24	18	6	8	165	13	7	323	2	16	3	30	9	1	23	46	53	2	13	20	37	28	15	6	18	19	18	5	3	6	60	9	15	1	7	11	10	6	30	17	19	26	50	27	10	2	20	6	4	3	30	15	47	4	13	15	9	2	25	8	60	16	7	7	50	2	22	20	22	31	19	58	6	15	20	4	3	47	15	9	2	18	2	3	17	12	18	12	31	9	18	4	5	3	16	18	1	8	14	7	9	56	10	121	17	1	7	16	18	36	48	12	174	1	21	2	28	5	10	5	2	3	18	13	21	15	21	19	1	21	7	26	13	28	38	12	5	10	5	4	17	56	11	21	43	7	12	12	10	17	25	16	26	6	10	6	15	7	24	33	0	37	13	10	12	17	7	10	2	2	2	18	12	2	15	23	6	0	9	17	5	5	20	1	46	16	12	3	3	4	3	33	35	2	7	4	1	2	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	0	1	1	0	0	0	0	0	3	1	0	1	0	5	0	2	3	4	0	0	3	0	0	2	1	0	0	2	1	1	1	3	1	2	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0	0	8	0	0	27	0	0	4	1	0	0	8	1	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	6	1	0	0	0	1	2	0	0	0	0	0	2	0	7	0	9	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	2	0	3	0	1	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	0	0	4	0	1	2	0	4	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	4	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0	3	19	0	7	1	18	9	17	4	0	0	2	16	0	0	8	2	0	1	2	20	18	2	0	5	0	20	1	1	8	1	4	4	0	6	0	1	1	0	1	0	2	4	10	12	2	3	0	1	0	2	1	0	0	1	0	7	1	0	1	2	8	1	1	3	5	0	8	0	0	8	1	5	1	6	10	0	0	2	9	2	7	4	7	5	4	1	40	0	1	3	1	1	0	25	9	7	0	4	5	4	0	4	0	1	2	9	0	4	0	1	0	2	0	2	0	1	0	2	0	2	1	0	7	3	1	1	5	20	1	10	0	4	1	11	8	19	0	1	0	0	0	1	0	8	1	1	1	1	4	3	1	1	1	0	0	0	8	2	0	0	0	0	0	0	2	0	0	2	1	3	1	0	6	22	3	0	0	1	0	0	2	0	1	0	9	2	0	0	0	3	2	9	2	2	0	1	1	2	1	3	0	0	1	0	2	1	8	2	3	0	0	7	1	6	8	0	1	0	1	6	4	4	6	2	0	0	1	2	3	1	3	1	5	0	7	5	3	0	1	1	12	1	0	2	2	0	3	2	0	4	11	3	0	0	0	9	5	0	6	3	1	1	0	4	4	9	0	0	0	1	0	0	0	0	6	0	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	80	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	9	0	1	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] lavalense	3	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] glycyrrhizinilyticum	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	10	0	0	0	0	0	0	12	0	0	0	1	0	1	2	0	2	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	5	0	0	9	0	0	0	0	0	0	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
