#OTU ID	ID209	ID205	ITS3.DD29	ITS3.DD87	ID138	DD68	ID7	DD167	DIET25	ITS3.DD115	DIET55	DD47	ID92	ID240	DD42	ID44	ITS3.DD136	DIET11	DIET4	DIET8	DIET16	DIET7	DIET56	DIET19	DIET12	DIET15	DIET53	DIET3	DIET54	DIET40	DIET20	ID123	ID99	ID135	ID58	DIET23	ITS3.DD138	ITS3.DD110	ITS3.DIET14	DIET49	ITS3.DIET31	DIET24	DIET48	DIET47	DIET35	DIET37	DIET36	DIET43	DIET41	ID45	DD38	DD31	ITS3.ID98	ITS3.ID90	ID265	ID54	ID115	ID214	ID167	ID18	DD130	ID3	ID89	ID128	ID260	DD149	ID221	ID266	ID188	ID133	DD121	ID51	ID120	ID6	ID262	ID34	ID113	DD157	ID210	DD151	ID104	ID35	ID127	ID217	ID46	DD102	ID47	ID211	ID241	DD48	ID129	DD89	DD93	ID235	ID40	ID39	ID87	ID27	ID216	ID38	ID263	DD5	DD161	ID42	ID56	ID110	ID112	DD114	ID117	ID261	ID239	DD152	DD15	ID90	DD58	ID21	ID255	ID29	DD154	DD155	ID30	DD20	DD138	ID8	DD150	ITS3.DD46	DD17	ITS3.DD116	ITS3.DD34	ITS3.DD119	ID55	ID4	ID238	ITS3.DIET43	ITS3.DD58	ITS3.DIET20	ID237	ITS3.DD33	ID109	ITS3.DD102	DD29	ID5	DD33	DD13	DIET13	ITS3.ID115	ITS3.ID129	ITS3.DD107	ITS3.DD143	ITS3.DD155	ITS3.DD123	DIET42	ITS3.ID128	ID140	ID59	DD135	DD118	ID64	ID258	ID50	DD12	ID220	DD160	DD162	DD25	DD63	DD139	ID256	DD120	DD140	ID53	DD146	DD119	ITS3.ID207	DIET26	ITS3.ID246	DD141	ID153	DIET27	ITS3.DD7	ID100	DIET34	ID9	ITS3.ID135	DD145	ID49	ID16	DD10	ID32	DD81	DD106	ID43	ID225	ID37	DD134	DD83	DD85	ID98	ID63	DD90	ID52	ID28	ID31	ID155	ID259	DD107	ID132	DD113	DD123	ITS3.DIET18	ID60	DD111	ID86	ID33	ID17	DD82	DD97	ID230	ITS3.DD43	DD125	DD98	DD36	ITS3.ID214	DIET28	DD8	ITS3.ID124	ID85	ITS3.DD96	ITS3.DD27	DD71	ID106	DD128	ID134	DD64	DD112	ID231	ID95	ID156	DD23	ID131	DD108	DD136	DD132	DD53	ID103	DD86	ID136	DD84	DIET33	DD22	ITS3.DD24	DIET52	ITS3.DD30	ITS3.ID126	ITS3.ID145	ITS3.ID127	ITS3.DD79	DD80	DD116	DD70	ITS3.ID140	ITS3.DD137	DD18	DD2	ID61	ID254	DD133	DD110	DD28	ID83	DD137	DD65	ID264	DD169	DD59	ITS3.ID92	ITS3.ID217	ITS3.DD17	ITS3.DD98	DD3	ID36	ITS3.DD38	ITS3.DD31	ITS3.ID87	ITS3.DIET16	ID25	DD27	ID57	ITS3.ID170	ITS3.DD130	ITS3.DD75	DIET39	DD43	ITS3.DD99	DD6	DD24	ITS3.DD32	DD7	DD87	ITS3.DD10	ID257	ITS3.DD146	ITS3.DIET54	ITS3.DIET4	DD168	ITS3.DIET22	DIET17	DD72	ITS3.ID177	ID97	DD104	DD96	DD144	DD153	DD164	DD79	DD34	DD67	ID91	DD148	ITS3.DD65	ITS3.ID119	ITS3.DD86	ITS3.DD51	ITS3.ID56	ITS3.DD5	DD115	ITS3.ID95	ITS3.DIET6	ITS3.DD4	ITS3.ID89	ID125	DD32	ITS3.ID55	ITS3.ID191	ITS3.DD67	ITS3.DD36	DIET9	DIET2	ITS3.DD53	ITS3.DD18	DD30	ITS3.DD90	ITS3.DD129	ITS3.DD68	DIET51	ITS3.ID110	ITS3.DD45	ITS3.ID97	ITS3.DD89	ITS3.DD13	ITS3.DIET56	ITS3.DD61	ITS3.DD141	ITS3.DD70	ITS3.DD149	ITS3.DD48	ITS3.DD151	DIET14	ITS3.DIET8	DD61	ITS3.DD77	ITS3.DD21	ITS3.DD47	ID124	DD4	ITS3.DD139	DIET46	ITS3.ID85	ITS3.ID162	DIET32	DIET30	DIET38	ITS3.ID83	ITS3.DD59	DIET18	DIET5	ITS3.DD25	ITS3.ID43	ITS3.DD3	DIET10	ITS3.DD44	ITS3.ID113	DD39	DD122	DD44	DIET1	ITS3.DD84	ITS3.DD20	DIET6	DIET31	DD147	ITS3.DD140	ITS3.DD28	ITS3.ID100	ITS3.ID221	DIET22	DIET21	DD60	ITS3.DD122	ITS3.DD85	ITS3.DD125	ITS3.DD144	ITS3.ID201	DD129	DD21	ITS3.DD64	DIET50	DIET45	DD14	ITS3.ID109	ITS3.DD15	ITS3.DD121	DIET44	ITS3.DD153	ITS3.DIET34	ITS3.ID104	ITS3.ID117	ITS3.DD23	ITS3.DD12	ITS3.DD124	ITS3.ID256	ITS3.DIET25	ITS3.DD42	ITS3.DD22	ITS3.DD132	ITS3.ID134	ITS3.ID86	ITS3.DD63	ITS3.ID223	ITS3.ID199	DIET29	ITS3.ID131	ITS3.ID209	ITS3.DD120	ITS3.DIET37	ITS3.ID133	ITS3.DD148	ITS3.ID132	ITS3.DD108	ITS3.DD112	ITS3.DD14	ITS3.DD105	ITS3.ID8	ITS3.ID136	ITS3.DD113	ITS3.ID99	ITS3.DD60	ITS3.DD80	ITS3.ID231	ITS3.DD134	ITS3.ID138	ITS3.ID106	ITS3.ID103	ITS3.ID220	ITS3.DD92	ITS3.DD41	ITS3.DD6	ITS3.ID47
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	192	326	9	0	2997	5	23	56	7	0	4	14	35	225	25	2190	0	1	5	3849	3296	6517	20	131	0	3744	14	11	5	0	115	318	5673	2	778	12	0	1	72	1	17	4	0	0	2	0	0	0	0	1302	7	7	0	0	250	5	358	12201	4	7477	1	3496	70	113	44	212	2	17	325	315	5	359	467	16	1861	136	5	0	508	176	6	920	24	17729	40	0	2	50	85	3	2	93	0	147	9	399	1	841	1	525	595	74	4	202	16273	2788	1999	0	1468	4	82	98	763	30	9	137	615	332	1	5	35	2	8	5	150	15	2	1	11	2	147	12	5	6	35	18	8	4	1	0	2	1084	91	2	2	0	0	1	0	0	0	0	1	442	7032	0	2	5	2	197	3	454	14	1	7	0	2339	0	2608	0	32	53	7	26	16	3	2	9	2	7	14726	34	39	0	0	80	26	1925	200	0	1	15	144	672	3	2091	0	959	86	2	327	70	34	25	10	3	3	352	8	11	4	5	3	36	266	1	51	38	1	2	1	3	7	5	862	0	0	0	5	0	2	6	11	61	0	0	7	499	6	2	13	26	1	2	0	1	86	6	16	17	15	0	9	0	7	0	0	23	1	1	0	0	130	51	224	12	0	58	44	13	0	15	3	20	0	0	1	2	1	0	9099	7	13	0	7	1209	1250	26	12	0	0	1	0	0	96	6	3	1079	0	7	1	0	22	14	0	23	0	132	3	17	9	306	2	4	667	0	1	1	3	166	9	0	0	3	0	4	127	0	7	11	0	1	10	0	6	3	4	156	1	10	4	0	0	0	8	0	0	4	0	0	3	21	2	0	1	0	9	0	3	13	2	0	1	4	2	0	0	0	0	2	3	9	1	0	1	0	40	2	0	3	1	2	0	212	11	11	11	0	5	51	4	3295	0	2	0	3	1	0	0	0	0	0	1	4	16	12	0	0	0	3130	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister	0	756	0	0	258	38	403	108	0	0	0	25	1469	419	55	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	767	506	941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	75	66	0	0	2267	1	1	0	6	151	184	29	1	0	35	116	21	11	5	20	1828	0	0	3860	633	718	0	1	1	158	2	172	1617	3	1370	0	0	0	6824	0	2	0	0	442	608	596	163	139	1740	5478	751	76	1050	13	1	112	387	0	19	0	476	21	78	0	225	49	12	30	5	4	42	1	11	1847	886	0	830	0	0	0	1	1113	865	0	0	0	856	0	30	0	672	553	202	224	0	0	0	0	0	0	0	0	0	1435	1859	0	57	320	284	2	126	3	317	107	167	0	307	0	151	0	1344	102	0	0	0	0	0	2276	0	0	6	0	484	0	196	1096	62	70	172	0	49	2	0	86	69	2	0	52	2177	0	1	171	1193	4	3	33	2	205	25	0	3023	460	260	2011	581	0	309	2832	0	0	66	1	0	1	91	0	0	0	0	0	3	85	72	0	506	1291	1	644	144	273	65	40	143	313	572	91	1374	1	0	0	0	0	0	0	0	0	0	662	0	1334	0	0	0	280	0	160	144	181	29	9029	25	1	448	0	626	0	0	0	0	0	743	0	0	0	0	128	622	1589	0	0	0	0	0	0	6	4826	0	179	0	0	1010	0	0	0	0	0	0	0	0	2351	1	0	0	166	85	0	0	0	522	1943	0	0	0	0	0	0	68	0	0	0	0	2171	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	182	107	0	0	0	0	0	0	112	0	0	0	0	0	0	116	0	0	0	0	0	140	112	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae	0	0	0	0	3	0	5	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	2	2	0	0	0	4	0	0	0	4	0	0	0	3	5	0	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	1	6	31	0	13	0	21	0	0	0	2	0	3	0	0	1	0	0	1	0	0	10	6	0	6	0	0	1	1	0	4	0	0	0	0	0	0	0	560	180	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	240	0	35	0	3	0	0	0	0	0	0	4	0	0	0	0	239	0	0	0	2	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	0	0	0	0	2	3	0	245	51	0	0	1	0	0	0	0	0	0	0	0	0	0	33	12	0	0	4	0	535	0	2	19	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	1	0	0	1	0	9	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	153	0	0	14	0	0	0	0	0	0	0	0	34	0	0	0	152	26	0	0	0	16	666	0	0	0	0	0	0	0	0	0	0	0	377	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	45	0	0	0	0	0	0	142	0	0	0	0	0	0	42	0	0	0	0	0	0	112	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii	74	159	0	0	28	24	55	29	0	0	0	75	415	12	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	158	88	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	17	4	0	0	709	0	0	0	0	91	242	104	150	617	13	8	532	9	0	10	640	794	0	6557	158	0	20	350	0	519	2	130	852	0	526	0	0	0	6	586	1	0	0	1335	1	288	112	84	440	261	33	23	1146	4	0	251	127	1	0	231	13	33	216	1812	5	725	1061	399	6	4	19	0	0	11	125	0	93	0	0	0	1	186	99	0	0	0	359	0	0	0	1	223	59	152	0	0	0	0	0	0	0	0	0	0	1103	323	310	13	14	652	170	41	23	1098	318	160	19	1011	13	210	2	6	244	0	0	0	286	8	0	0	0	1	78	0	67	29	6	289	94	0	81	4	0	49	156	1	0	3	1253	0	0	26	38	2	1	209	4	274	41	0	1231	0	4176	189	2	0	17	1	0	0	150	0	1	0	203	0	512	0	0	287	0	1	25	212	0	1	354	109	174	1	5	533	204	61	291	0	716	0	0	1	0	0	0	0	0	0	0	0	304	40	0	0	0	17	10	4	0	40	7	629	142	153	2	10	5	0	0	0	0	4	40	0	0	0	0	1	60	1	0	0	0	1	11	0	0	5	0	3	0	0	1	0	0	0	518	0	0	26	0	1	0	1	17	51	1	47	38	4	0	10	0	0	0	0	0	0	16	0	0	0	0	3	2	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	20	0	0	0	0	0	0	13	0	0	0	0	0	143	2	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__callidus	6	48	0	0	5	8	13	3	0	0	0	7	5	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	82	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	2	0	0	14	0	0	0	0	11	2	2	62	3	6	1	4	0	0	9	5	72	0	4	12	3	0	418	0	2	0	18	236	1	8	0	0	0	0	95	0	0	0	222	0	39	1	9	12	35	6	2	140	6	0	8	23	0	1	165	2	5	0	10	1	13	2	56	0	1	2	0	0	5	1	0	2	0	0	0	0	31	70	0	0	0	1	0	0	0	2	4	0	4	0	0	0	0	0	0	0	0	0	29	329	11	9	1	2	87	0	1	23	7	56	39	5	299	4	14	0	0	25	0	0	0	16	0	0	0	0	0	20	0	1	11	0	75	9	0	51	1	2	12	52	0	0	1	20	0	0	3	5	0	1	0	1	98	11	0	0	0	0	3	0	0	3	56	0	0	1	0	0	0	63	0	111	0	0	0	0	0	13	74	0	0	222	36	0	2	2	1	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	0	0	0	0	0	1	1	44	0	0	0	0	0	0	0	0	11	0	0	0	0	0	103	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	32	0	0	0	0	109	0	0	0	3	0	0	0	0	1	5	0	0	0	0	0	0	28	0	0	0	0	61	3	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	3	8	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__flavefaciens	0	2	0	0	7	1	11	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	8	0	0	0	0	20	3	5	1	0	0	1	0	0	0	22	2	1	0	2	3	4	0	5	0	3	0	26	2	0	8	0	0	0	3	2	0	0	0	6	1	64	1	19	3	51	1	3	7	2	0	28	0	0	4	1	0	8	0	7	16	8	1	7	0	0	8	0	1	3	1	0	0	1	0	1	0	591	411	0	0	0	3	0	0	0	6	18	0	1	0	0	0	0	1	0	0	0	0	216	4	0	1	5	7	3	0	0	8	7	0	0	444	3	128	0	0	1	2	0	0	0	0	7	0	0	0	0	1018	0	1	2	2	0	22	0	0	0	1	21	0	0	0	2	1	0	0	4	5	3	0	0	0	0	0	0	0	0	0	7	5	0	115	520	0	0	0	0	0	0	1	0	1	0	0	0	0	67	38	0	0	0	2	2415	0	3	78	0	1	0	0	0	279	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	18	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	146	0	0	0	0	0	0	1	1	0	0	0	284	0	0	0	305	1	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	81	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	55	0	0	0	0	0	0	129	0	0	0	0	0	0	81	0	0	0	0	0	0	74	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__Raphanus; s__sativus	0	0	0	0	0	0	0	0	0	0	25885	0	0	0	0	0	0	23447	12	4	0	4	11778	1797	28493	0	2365	41	700	0	282	0	0	0	0	0	0	0	0	1	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum	2	3	0	0	32	0	1	0	0	0	0	1	4	9	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	42	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2	6	469	1	9	0	38	1	0	7	1	0	0	0	112	0	11	74	0	1	3	0	0	22	1	5	13	11	908	3	0	4	8	12	0	1	0	0	4	12	7	1	18	2	28	0	0	5	1	460	51	44	0	53	0	3	1	2	6	1	4	111	65	0	2	0	1	0	15	0	0	0	0	0	0	4	0	1	0	0	0	3	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	32	0	1	1	2	10	0	8	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	7	0	0	13	0	0	0	0	0	3	0	5	0	0	4	5	4	0	0	0	5	2	1	12	0	4	4	1	1	2	1	1	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	5	0	0	0	28	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	1	3	0	8	0	0	11	0	1	0	0	0	0	0	33	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera	0	15	0	0	3	0	3	0	0	0	0	32	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	27	100	28	0	0	0	2	0	0	0	4	0	4	0	12	9	1	0	0	1	144	0	48	19	0	0	0	0	0	1	0	0	0	0	17	2	83	578	33	2623	79	2	0	1284	3	0	57	15	0	6	0	0	7	0	29	13	5	36	11	1	0	6	0	0	1	0	0	145	0	0	0	0	246	81	0	0	0	0	0	0	0	12	11	1	21	0	0	0	0	0	0	0	0	0	1	330	0	65	0	0	3	440	2	1	846	142	0	813	0	48	0	0	0	0	0	0	0	0	1	0	0	0	0	330	0	0	0	1	8	23	0	17	1	0	14	52	0	0	0	0	0	0	3	18	3	0	0	0	96	14	0	0	0	0	6	102	3	471	9	0	0	117	0	0	0	151	0	0	0	0	0	0	143	12	0	0	1	0	156	0	1	111	0	0	42	0	0	156	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	29	0	0	0	9	0	0	21	0	0	0	48	0	0	0	0	0	18	0	0	0	0	1	22	0	0	0	0	0	1	0	10	1	0	353	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	202	0	1	0	0	0	276	0	0	0	0	0	0	8	0	0	0	0	65	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	153	0	0	0	0	0	0	69	0	0	0	0	0	0	122	0	0	0	0	0	0	182	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__G07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
