#OTU ID	EM086.441698	EM082.441607	EM068.441712	EM065.441667	EM059.T3.441604	EMC08.441752	EM079.441724	EM040.441709	EM044.441601	EM124.441697	EM094.T3.441588	EM062.441720	EM134.441735	EM090.T3.441662	EM039.441743	EM106.441745	EM150.441648	EM083.T3.441744	EM071.441747	EMC04.441704	EM095.T3.441590	EM034.441676	EM064.441592	EM091.441686	EM057.441605	EM145.441690	EM063.441621	EM109.441669	EM032.441683	EM061.441673	EM047.T3.441645	EM059.441715	EM056.441606	EM078.441658	EMC01.441661	EM090.441664	EM088.441638	EM070.441682	EM077.441646	EM133.441663	EM055.441603	EM156.441613	EM108.441694	EM049.441600	EM072.T3.441632	EM130.441701	EM165.441597	EM049.T3.441671	EM031.441732	EM168.441668	EM167.441702	EMC07.441636	EM146.441718	EM081.441618	EM093.441602	EM122.441699	EM152.441730	EM140.441608	EM063.T3.441695	EM052.441625	EM047.441722	EM101.441623	EM076.441622	EM102.441633	EM141.441684	EM086.T3.441746	EM054.T3.441749	EMC06.441610	EM137.441680	EM118.441693	EM056.T3.441716	EM100.441714	EMC09.441635	EM093.T3.441670	EM174.441652	EM155.441678	EM074.441596	EM103.441691	EM043.441739	EM138.441753	EM066.T3.441647	EM151.441595	EM178.441705	EM169.441653	EM144.441736	EM147.441617	EM073.T3.441721	EM036.441587	EM050.441672	EM111.441634	EM042.441674	EM136.441650	EM080.441727	EM100.T3.441627	EM110.441723	EM084.441599	EM055.T3.441626	EM065.T3.441614	EM054.441707	EM098.441733	EM159.441719	EM125.441659	EM163.441642	EM162.441728	EM089.T3.441624	EM038.441649	EM075.441644	EM179.441612	EM182.441681	EM071.T3.441734	EM066.441656	EM067.441615	EM126.441679	EM060.T3.441729	EM094.441640	EM046.441741	EM092.441616	EM173.441754	EM057.T3.441589	EM112.441630	EM113.441619	EM131.441591	EM058.441637	EM072.441643	EM077.T3.441639	EM129.441689	EM114.441710	EM089.441742	EM033.441685	EM096.441706	EM148.441631	EM222.441725	EM142.441711	EM116.441657	EM117.441609	EM149.441655	EM132.441696	EM160.441703	EMC03.441713	EM053.441738	EM098.T3.441740	EM115.441641	EM158.441731	EM166.441748	EM170.441651	EM209.441665	EMC02.441750	EM087.441726	EM107.441620	EMC05.441628	EM053.T3.441688	EM105.441629	EM085.441675	EM073.441594	EM180.441692	EM099.441708	EM069.441700	EM123.441687	EM139.441611	EM082.T3.441751	EM183.441654	EM083.441666	EM035.441593	EM037.441737	EM095.441717	EM135.441660	EM060.441677
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella melaninogenica;t__Prevotella melaninogenica ATCC 25845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella disiens	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea;t__Prevotella stercorea DSM 18206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella timonensis;t__Prevotella timonensis 4401737 = DSM 22865 = JCM 15640	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella timonensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotellamassilia;s__Prevotellamassilia timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus salivarius	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	287	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	2	0	0	0	0	0	0	6	0	3	0	2	0	0	0	0	2	0	0	6	18	0	29	0	0	1	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0	4	0	0	23	0	0	0	0	0	0	0	0	11	0	134	0	0	0	0	0	0	0	0	4	0	0	0	10	0	4	0	0	0	0	0	0	1	0	6	1	0	0	0	3	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	1	5	0	1	0	0	16	4	137	6	1	0	1	1	0	0	11	6	5	34	3	1	0	0	0	11	3	0	0	0	0	2	2	38	16	0	24	5	0	0	1	1	0	12	0	1	8	4	17	0	1	0	2	3	6	0	0	18	1	18	0	0	5	2	0	1	0	1	0	11	1	0	1	0	0	5	11	7	0	38	4	2	1	1	1	2	1	0	2	0	1	17	1	2	31	1	4	0	1	2	0	0	19	4	8	7	0	4	2	6	0	2	0	3	0	0	3	7	1	25	0	0	1	3	18	2	0	3	0	0	6	2	4	14	20	0	0	0	0	3	5	2	3	2	1	0	4	0	2	1	2	0	0	1	0	1	0	0	0	1	0	16	1	1	0	6	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	27	65	180	20	562	218	221	14	279	28	62	12	64	55	18	57	134	0	88	45	60	19	30	0	1	51	16	299	218	31	2	83	10	121	252	36	7	113	20	67	18	35	26	47	20	97	82	106	0	39	131	33	35	6	381	0	93	0	16	12	62	214	184	40	0	13	63	5	186	0	7	37	30	106	0	150	4	152	6	33	10	88	21	126	141	70	57	36	114	38	24	58	77	29	210	47	16	31	28	94	50	11	152	275	4	15	15	63	29	46	17	195	109	30	74	5	154	55	2	873	0	37	90	48	31	60	61	20	37	196	52	46	28	107	83	168	28	54	188	19	38	15	139	75	61	30	16	65	0	30	93	40	45	88	88	27	199	0	126	73	36	0	748	15	8	81	37
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	8	0	24	0	0	37	163	0	141	254	0	29	7	207	0	36	297	0	14	128	0	294	66	0	541	77	457	349	343	0	0	19	525	90	115	87	0	568	89	792	101	0	59	206	105	265	199	154	0	81	25	734	111	2	50	0	0	1290	0	200	0	9	0	1148	465	23	192	113	60	0	330	325	403	33	1	10	25	208	11	415	47	81	232	486	18	2	0	148	3	78	116	439	79	102	214	227	105	0	110	114	157	302	133	21	0	40	331	119	184	204	40	0	4	11	1	53	4	182	11	1	82	141	425	229	213	173	322	0	348	0	0	140	1	92	52	41	33	83	102	0	75	67	414	47	81	52	227	15	3	37	0	414	206	1	103	0	418	0	0	0	140	0	149	429	0	1	350
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	173	0	631	0	0	966	891	597	558	272	0	508	375	4	0	191	0	0	444	1457	1235	2408	852	1	875	1266	2488	554	435	1076	9634	1493	648	931	571	1	1052	3171	0	1104	877	3	1324	757	457	0	87	1570	0	44	134	2106	94	335	1224	0	0	1	1670	1143	1938	125	0	1550	422	133	2242	431	1245	452	267	780	302	351	3	260	329	635	1	198	406	159	20	458	408	111	0	1444	6	13	0	2805	1154	602	1352	1945	476	2	1726	1383	285	908	309	250	0	201	1714	233	1954	988	446	687	4	1004	0	189	71	199	35	0	2431	0	3	2228	0	888	647	6	1316	0	1586	550	758	189	863	1542	1123	0	169	1237	1319	82	1288	53	146	1566	444	998	13	234	2131	2022	1309	0	224	4	178	0	1485	0	850	0	1980	281	66	243	1509
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii	0	0	6	9	0	0	0	2	0	17	9	0	0	4	10	0	1	0	2	3	0	24	0	3	0	9	8	0	2	0	0	3	0	8	3	4	0	0	0	0	1	7	0	0	3	0	8	0	0	8	0	29	1	2	0	0	0	0	0	0	0	15	0	0	38	0	0	0	0	32	0	2	1	0	0	0	0	4	24	4	0	1	6	46	70	0	13	1	1	112	5	0	0	0	0	0	1	17	0	7	9	13	5	41	0	0	32	10	7	0	0	0	0	0	20	0	0	0	3	29	15	7	0	6	0	0	0	0	3	2	0	3	25	45	13	2	0	9	0	0	4	77	79	0	3	0	2	0	0	0	0	39	0	6	0	0	1	0	6	0	2	0	1	6	0	0	7
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii;t__Alistipes finegoldii DSM 17242	8	44	496	294	586	22	1	7	3	19	165	27	4	230	193	15	0	0	79	11	187	182	5	221	25	8	298	19	93	0	0	1182	27	309	5	167	40	294	38	0	162	765	40	3	31	0	59	12	133	256	8	14	1	1	11	0	0	1	262	0	0	69	93	0	0	14	99	4	152	130	7	14	67	9	813	0	4	36	0	0	0	10	140	0	2	6	676	1	0	55	60	0	5	2	43	18	85	468	25	0	45	0	62	25	0	6	0	1	394	88	1	54	493	0	126	0	0	23	1	1	4	31	41	80	0	112	204	1	239	15	3475	3	103	205	0	3	202	1	0	0	0	32	2	108	119	49	53	0	0	4	3	463	226	155	59	346	74	495	24	46	241	0	16	1109	5	94	370
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	1	1	16	15	27	0	0	0	1	0	6	1	0	10	9	1	0	0	5	0	10	10	0	12	0	0	15	0	5	0	0	80	0	11	0	8	5	18	2	0	9	29	1	0	1	0	2	0	10	13	3	0	0	0	0	0	0	0	5	0	0	5	9	0	0	0	3	0	23	11	2	2	0	0	31	0	0	0	0	0	0	0	6	0	1	0	12	0	0	3	5	0	0	0	3	0	4	19	2	0	1	0	2	0	0	1	0	0	15	1	0	4	53	0	6	0	0	3	0	0	0	1	1	9	0	10	9	0	14	1	211	1	9	2	0	0	33	0	0	0	0	4	0	8	2	7	1	0	0	0	0	86	8	9	7	13	1	12	1	4	11	0	3	49	0	12	15
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes ihumii;t__Alistipes ihumii AP11	0	0	22	105	0	4	0	31	1	94	95	0	1	73	91	0	1	0	35	21	0	454	19	9	10	6	34	0	40	0	0	12	0	125	6	127	2	24	0	0	17	123	0	8	47	0	41	10	0	18	0	232	7	22	0	0	0	0	0	0	0	53	0	0	182	0	0	2	3	206	0	6	46	0	0	1	0	13	148	21	0	0	38	127	936	0	83	25	0	806	68	2	9	3	1	0	2	161	0	169	62	46	19	239	0	0	303	57	64	5	0	0	1	0	342	0	0	4	25	114	98	109	0	66	0	0	0	0	79	35	4	21	129	480	43	8	0	54	2	0	46	425	504	0	18	0	17	0	0	4	0	162	0	84	0	1	23	0	25	0	26	0	20	88	0	0	87
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes obesi	51	92	17	0	0	75	576	101	0	201	433	0	12	269	0	8	0	0	27	177	33	63	35	636	48	44	0	0	336	0	374	125	118	34	134	138	67	16	0	493	0	75	282	41	44	0	0	22	354	20	34	484	102	16	12	0	0	0	356	39	92	306	29	87	611	298	0	65	15	48	105	216	66	19	0	40	0	49	0	62	0	113	34	157	54	6	80	73	1	1105	233	88	82	405	0	54	0	0	0	118	117	899	39	20	16	1	220	173	8	3	0	0	2	348	611	0	0	44	3	0	73	130	480	211	0	0	225	41	25	157	61	174	52	245	0	216	21	92	118	61	85	962	84	46	63	4	86	316	2	202	44	10	54	182	0	2	0	0	300	286	36	1	64	0	8	5	254
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus	1	0	5	0	0	0	5	0	0	2	0	0	0	0	1	0	1	1	2	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	14	19	0	0	0	0	0	0	0	0	25	0	0	11	2	0	0	15	2	0	6	0	0	0	2	0	0	0	5	0	2	2	6	1	0	0	0	0	0	3	23	0	0	0	2	0	0	0	10	21	0	3	0	0	1	0	2	3	0	0	0	0	0	0	1	0	0	0	0	6	0	0	4	0	3	0	0	1	0	3	2	0	3	2	17	22	0	0	0	3	0	2	0	6	1	0	0	0	0	0	0	2	0	0	0	7	0	1	0	4	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes indistinctus;t__Alistipes indistinctus YIT 12060	8	0	30	0	0	0	103	15	0	14	0	0	0	0	44	1	24	106	19	0	14	0	7	35	5	4	0	2	114	0	0	20	2	0	0	0	31	8	0	31	2	0	7	2	54	64	23	3	0	0	20	236	195	1	5	0	0	0	0	1	0	319	0	0	108	13	5	5	34	43	2	146	29	7	0	27	0	11	2	46	0	26	26	40	5	0	0	15	1	0	35	323	17	34	15	88	0	0	7	316	84	5	66	1	12	18	0	96	50	2	0	0	3	0	0	0	0	47	8	0	48	1	6	180	0	67	42	2	57	11	84	28	16	74	12	129	213	58	8	0	357	0	45	3	56	34	0	0	1	0	0	0	64	0	0	1	31	0	30	0	62	94	90	41	2	0	6
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	125	765	6287	4631	1579	276	659	174	18	271	0	33	137	223	694	41	392	0	799	14	112	103	1750	121	1798	133	12	268	193	922	0	906	14	110	91	376	238	310	0	1258	165	1025	30	496	27	101	561	401	2811	1036	582	29	1917	42	62	3	2733	6	1269	20	1675	110	313	0	2	166	407	210	24	597	14	8	334	513	3950	1852	187	1377	17	48	34	387	689	182	2	26	906	681	0	3383	270	181	5	16	218	6	32	3611	375	337	90	24	706	0	119	1195	52	538	531	162	15	0	111	498	0	0	1	158	37	0	74	1275	637	147	3	3	119	72	229	25	1337	275	1344	13	633	158	6	41	17	8	237	2632	232	1276	969	54	55	472	2	45	89	12	34	2065	50	17	2552	3249	2755	1086	1940	2	485	303	5	989	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii;t__Alistipes shahii WAL 8301	0	0	513	0	0	48	1	0	0	2	0	0	0	164	0	0	862	0	0	172	0	0	0	0	4	453	1	3	0	0	0	74	3	0	1	58	0	4	0	8	0	0	0	5	0	0	376	0	0	0	2	4	1	0	0	0	0	0	0	0	0	179	0	2	2	0	1	0	26	0	3	0	0	0	0	8	0	2	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	38	0	128	0	0	0	1	0	1	1	0	0	0	343	0	0	0	7	0	0	2	1	429	0	0	0	1	0	0	0	0	0	0	0	1	112	2	0	0	0	0	0	2	0	12	0	2	357	2	0	0	1	0	1	0	0	17	0	0	0	0	0	0	1	0	0	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenella;s__Rikenella microfusus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum;t__Staphylococcus equorum subsp. linens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides johnsonii	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	201	0	0	0	3
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii	0	0	0	30	0	0	130	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0	4	2	0	0	0	7	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	16	0	0	0	0	0	10	0	6	0	4	6	0	0	0	0	0	0	0	0	31	0	7	0	0	0	34	0	4	2	0	0	0	1	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	57	7	4	32	2	2	0	0	0	0	0	0	0	0	10	0	0	6	0	0	28	4	9	0	0	0	5	0	0	0	0	28	15	19	0	0	0	12	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	13	131	186	0	1191	1570	51	155	39	81	57	7	436	56	54	71	401	0	335	15	504	0	316	0	20	291	66	22	29	0	0	167	44	239	940	78	89	449	59	140	18	217	431	190	77	4	382	269	0	92	486	51	78	75	28	0	865	1	117	58	529	116	532	272	0	24	29	25	961	18	18	279	64	25	17	0	5	126	70	116	15	118	206	411	1467	32	0	309	621	5	46	82	51	216	6	242	11	0	21	511	90	16	836	2217	130	45	45	1	171	245	6	293	309	284	34	20	6	110	5	6500	0	52	304	302	280	41	275	38	650	237	27	168	72	902	630	19	216	464	14	27	244	9	471	25	135	109	79	320	3	30	65	231	543	1	68	2	434	0	219	132	131	0	98	6	61	166	72
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis;t__Parabacteroides distasonis ATCC 8503	165	1681	604	0	338	835	149	156	23	31	215	104	498	129	109	91	802	0	205	155	1715	0	148	0	19	113	5	20	84	0	3	141	136	98	223	201	69	954	266	70	324	65	404	106	119	2	250	130	0	82	90	88	118	109	535	0	196	3	14	104	3365	24	834	115	0	172	585	56	1152	6	91	304	172	410	3	0	22	286	136	47	169	69	70	89	429	477	0	143	533	2	644	20	430	120	19	211	262	0	340	1469	265	104	854	414	116	45	631	3	292	301	137	164	33	829	160	41	0	271	10	1098	0	402	564	410	711	86	207	25	348	115	5	348	524	297	806	3	279	648	15	201	994	3	216	13	510	601	11	739	9	56	899	34	247	0	541	3	211	0	43	2179	316	0	244	122	200	143	73
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides faecis	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides goldsteinii;t__Parabacteroides goldsteinii DSM 19448 = WAL 12034	0	0	0	528	0	0	1915	0	0	0	0	0	105	0	0	12	0	0	277	0	0	0	5	0	6	0	24	0	12	0	0	0	0	0	25	0	0	77	119	0	0	0	42	0	317	31	0	0	0	0	0	4	7	0	0	0	0	0	63	4	0	1	122	0	0	0	0	0	49	0	0	311	3	0	0	0	0	115	0	31	4	89	92	9	0	0	0	0	0	0	0	186	0	204	0	0	0	659	0	112	51	0	0	0	35	275	0	0	0	17	3	84	0	0	0	0	7	8	2	0	0	0	0	1303	82	65	729	39	36	0	0	1	0	0	0	0	0	64	0	0	155	0	0	242	28	67	0	0	0	62	0	0	0	0	430	466	274	0	0	0	234	1	0	65	0	0	4
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides gordonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
