#OTU ID	EM086.441698	EM082.441607	EM068.441712	EM065.441667	EM059.T3.441604	EMC08.441752	EM079.441724	EM040.441709	EM044.441601	EM124.441697	EM094.T3.441588	EM062.441720	EM134.441735	EM090.T3.441662	EM039.441743	EM106.441745	EM150.441648	EM083.T3.441744	EM071.441747	EMC04.441704	EM095.T3.441590	EM034.441676	EM064.441592	EM091.441686	EM057.441605	EM145.441690	EM063.441621	EM109.441669	EM032.441683	EM061.441673	EM047.T3.441645	EM059.441715	EM056.441606	EM078.441658	EMC01.441661	EM090.441664	EM088.441638	EM070.441682	EM077.441646	EM133.441663	EM055.441603	EM156.441613	EM108.441694	EM049.441600	EM072.T3.441632	EM130.441701	EM165.441597	EM049.T3.441671	EM031.441732	EM168.441668	EM167.441702	EMC07.441636	EM146.441718	EM081.441618	EM093.441602	EM122.441699	EM152.441730	EM140.441608	EM063.T3.441695	EM052.441625	EM047.441722	EM101.441623	EM076.441622	EM102.441633	EM141.441684	EM086.T3.441746	EM054.T3.441749	EMC06.441610	EM137.441680	EM118.441693	EM056.T3.441716	EM100.441714	EMC09.441635	EM093.T3.441670	EM174.441652	EM155.441678	EM074.441596	EM103.441691	EM043.441739	EM138.441753	EM066.T3.441647	EM151.441595	EM178.441705	EM169.441653	EM144.441736	EM147.441617	EM073.T3.441721	EM036.441587	EM050.441672	EM111.441634	EM042.441674	EM136.441650	EM080.441727	EM100.T3.441627	EM110.441723	EM084.441599	EM055.T3.441626	EM065.T3.441614	EM054.441707	EM098.441733	EM159.441719	EM125.441659	EM163.441642	EM162.441728	EM089.T3.441624	EM038.441649	EM075.441644	EM179.441612	EM182.441681	EM071.T3.441734	EM066.441656	EM067.441615	EM126.441679	EM060.T3.441729	EM094.441640	EM046.441741	EM092.441616	EM173.441754	EM057.T3.441589	EM112.441630	EM113.441619	EM131.441591	EM058.441637	EM072.441643	EM077.T3.441639	EM129.441689	EM114.441710	EM089.441742	EM033.441685	EM096.441706	EM148.441631	EM222.441725	EM142.441711	EM116.441657	EM117.441609	EM149.441655	EM132.441696	EM160.441703	EMC03.441713	EM053.441738	EM098.T3.441740	EM115.441641	EM158.441731	EM166.441748	EM170.441651	EM209.441665	EMC02.441750	EM087.441726	EM107.441620	EMC05.441628	EM053.T3.441688	EM105.441629	EM085.441675	EM073.441594	EM180.441692	EM099.441708	EM069.441700	EM123.441687	EM139.441611	EM082.T3.441751	EM183.441654	EM083.441666	EM035.441593	EM037.441737	EM095.441717	EM135.441660	EM060.441677
NR_041448.1_Bacteroides_gallinarum_strain_C35_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041464.1_Parabacteroides_johnsonii_strain_M-165_16S_ribosomal_RNA_gene__partial_sequence	0	0	529	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	187	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	203	0	0	0	4
NR_041497.1_{Clostridium}_sufflavum_strain_CDT-1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	15	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	5
NR_041667.1_Parasutterella_excrementihominis_strain_YIT_11859_16S_ribosomal_RNA_gene__partial_sequence	46	516	0	77	0	4	0	343	3	2	340	244	37	343	165	3	0	0	8	23	0	27	17	0	46	0	0	50	2	238	0	103	12	0	51	247	0	400	0	0	0	31	0	53	135	0	22	211	0	9	3	88	2	118	15	0	0	1	0	49	0	8	0	40	13	48	19	9	94	2	25	30	24	9	3	7	0	0	9	9	4	3	631	31	0	0	0	2	0	0	240	101	0	13	18	35	0	169	14	0	1	0	2	6	4	1	358	2	2	198	5	0	0	325	386	2	0	37	2	0	902	51	29	104	0	0	131	2	12	661	0	32	0	0	0	8	1	4	12	5	0	2	126	2	3	312	3	215	0	523	7	483	17	0	0	0	0	345	0	1133	7	1	133	0	0	0	0
NR_041626.1_Paraprevotella_clara_strain_YIT_11840_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	11	17	0	0	139	0	186	0	31	0	0	25	0	0	27	0	0	0	180	0	0	0	0	0	8	0	0	28	0	43	0	0	0	0	68	1	0	0	391	0	0	20	0	0	28	0	0	14	22	0	260	0	0	0	0	124	0	8	85	0	0	0	0	11	23	0	0	118	0	38	0	0	0	0	0	0	0	0	0	15	11	137	0	17	61	0	0	46	1	114	0	0	0	0	0	0	3	25	0	2	0	0	175	0	4	0	0	0	0	77	201	55	17	174	0	0	0	0	0	0	85	0	0	0	189	0	5	29	0	47	0	0	0	8	0	0	0	0	3	0	2	0	0	83	33	26	0	0	0	0	0	0	0	0	15	0	26	0	0	9	0	0	250
NR_041666.1_Dialister_succinatiphilus_strain_YIT_11850_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	8	0	5	1	0	0	0	0	0	6	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	46	0	0	0	0	0	13	0	0	0	0	0	2	0	0	1	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	25	0	0	0	0	0	0	0	0	0	3	0	0	0	0
NR_041656.1_Lactobacillus_sunkii_strain_YIT_11161_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041691.1_Butyricimonas_virosa_strain_MT12_16S_ribosomal_RNA_gene__partial_sequence	32	0	1	0	153	0	1	14	6	29	43	56	8	0	25	22	321	0	38	0	0	4	37	0	12	2	0	2	25	0	303	14	0	34	0	0	0	0	25	56	64	0	4	0	0	40	98	0	0	1	0	24	28	0	12	0	0	116	0	72	100	9	0	0	0	20	54	0	211	0	0	4	0	18	0	0	0	23	29	299	96	3	18	198	136	2	0	0	0	0	131	22	0	3	7	103	70	0	45	35	28	0	0	32	12	182	0	0	94	0	104	51	1	0	44	3	18	9	0	307	4	0	0	0	44	72	92	12	38	0	2	10	0	95	3	35	1	129	2	0	59	1	186	2	14	0	0	0	1	2	0	15	0	0	0	0	42	0	8	0	31	0	50	73	0	0	0
NR_042007.1_Roseburia_inulinivorans_strain_A2-194_16S_ribosomal_RNA_gene__complete_sequence	202	0	0	94	29	4	14	22	41	55	70	122	1	110	21	8	63	189	52	140	18	65	31	255	150	276	32	32	4	644	66	8	49	185	63	26	8	44	2	20	154	96	11	0	13	0	64	0	13	14	65	19	86	88	235	0	474	13	17	13	16	7	0	3	25	28	27	24	14	3	2	25	15	11	11	272	16	3	68	36	73	29	1	22	46	0	35	55	30	3	16	4	7	36	11	6	85	34	46	141	1	19	78	94	26	0	31	130	12	13	2	4	8	19	12	0	2	90	74	1	50	0	23	30	57	26	0	9	10	0	7	15	50	1	0	78	2	162	10	94	218	0	17	27	2	0	52	13	0	196	25	0	17	29	0	25	5	0	3	0	10	76	47	2	1	29	138
NR_041778.1_Desulfovibrio_piger_strain_ATCC_29098_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	53	0	9	1	0	0	0	0	8	0	1	0	0	0	42	0	0	48	0	0	0	0	8	1	0	0	0	10	13	0	30	0	0	0	0	1	0	0	0	7	5	8	0	0	0	2	63	0	0	2	0	0	0	0	8	0	0	0	0	0	0	14	0	0	0	11	0	1	0	0	0	6	0	0	8	5	1	21	10	9	0	0	0	11	4	0	26	0	0	2	0	0	0	6	12	1	0	1	3	0	22	0	0	16	0	2	3	0	1	0	4	17	1	0	0	0	0	0	18	0	0	0	0	0	0	0	4	22	89	0	0	0	8	22	0	30	8	30	5	0	0	0	1	2	9	0	0	0	0	0	6	0	0	0	0	4	0	0	5	0	0	4
NR_041722.1_Streptococcus_anginosus_strain_SK52_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041960.1_Blautia_luti_strain_BInIX_16S_ribosomal_RNA_gene__complete_sequence	26	26	2	7	15	25	13	18	31	243	25	29	7	147	36	0	37	64	141	99	6	72	59	82	9	51	26	0	81	193	241	6	17	65	35	122	18	102	77	109	28	19	52	38	2	4	9	31	176	10	5	25	47	171	47	0	47	97	19	7	38	23	53	6	168	45	19	32	4	133	6	44	94	23	0	4	191	0	28	36	57	29	2	10	29	0	58	16	13	16	82	17	18	21	28	164	38	40	16	16	10	75	17	32	112	12	9	43	1	40	16	29	3	25	55	7	12	13	3	0	38	65	44	28	757	20	21	34	11	37	26	12	9	24	26	37	2	13	40	64	8	0	9	3	2	4	101	12	7	73	2	32	33	69	45	71	8	0	9	65	14	113	140	39	0	4	40
NR_041882.1_Robinsoniella_peoriensis_strain_PPC31_16S_ribosomal_RNA_gene__complete_sequence	16	0	0	28	1	2	9	0	52	0	4	1	16	0	1	38	0	0	117	0	16	0	23	0	3	1	0	3	30	0	0	4	870	3	0	0	108	6	0	2	14	0	153	25	450	3	0	73	0	8	2	149	0	0	4	2	0	0	0	11	0	5	0	0	0	22	1	0	4	1	365	54	24	8	0	3	21	0	0	0	9	3	1	0	5	0	0	4	0	0	0	0	0	97	0	21	5	40	4	0	4	1	0	2	5	9	9	0	0	6	3	1	0	66	10	58	72	1	19	0	3	8	5	270	0	7	130	3	11	0	0	20	0	1	0	44	0	16	129	0	0	0	0	2	0	4	0	29	4	147	0	0	369	0	0	1	0	0	1	0	7	0	0	0	6	0	1
NR_041795.1_Clostridium_subterminale_strain_DSM_6970_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041894.1_Acidaminococcus_intestini_strain_ADV_255.99_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041927.1_Escherichia_vulneris_strain_ATCC_33821_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041920.1_Lactobacillus_gasseri_strain_ATCC_33323_16S_ribosomal_RNA_gene__complete_sequence	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	14	4	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	10	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0
NR_041938.1_Peptoniphilus_lacrimalis_strain_CCUG_31350_16S_ribosomal_RNA_gene__partial_sequence	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041949.1_Dendrosporobacter_quercicolus_strain_DSM_1736_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041982.1_Actinomyces_bowdenii_strain_M1327_96_l_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_042008.1_Roseburia_hominis_strain_A2-183_16S_ribosomal_RNA_gene__complete_sequence	254	0	0	70	11	5	19	2	60	14	119	271	8	3	2	19	0	20	16	1	35	37	172	7	7	22	17	17	73	32	118	15	3	418	24	1	13	27	13	3	98	13	10	32	5	4	0	32	3	0	3	4	25	18	13	1	41	0	34	7	22	24	68	2	40	20	31	1	6	6	0	24	12	13	4	16	33	41	20	30	37	10	5	3	10	1	15	15	81	16	1	10	6	9	3	45	56	126	94	47	9	38	11	16	267	0	70	14	0	5	3	42	2	190	44	2	23	2	21	21	11	17	18	0	40	25	0	125	33	1	0	70	0	32	18	4	0	38	16	0	35	13	17	2	3	0	23	128	2	2	1	3	90	0	4	51	0	22	1	85	2	21	18	0	0	0	8
NR_042167.1_Actinomyces_graevenitzii_strain_CCUG_27294_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_042139.1_Corynebacterium_accolens_strain_CNCTC_Th1_57_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_042054.1_Enterococcus_faecium_strain_LMG_11423_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_042110.1_Allobaculum_stercoricanis_strain_DSM_13633_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_042356.1_Serratia_ureilytica_strain_NiVa_51_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044972.1_Sporobacter_termitidis_strain_SYR_16S_ribosomal_RNA_gene__complete_sequence	6	0	37	12	26	12	8	7	25	17	6	11	12	21	16	21	26	20	39	9	8	10	49	20	22	17	130	16	34	0	0	19	16	72	5	63	1	25	60	12	21	42	55	10	7	5	17	18	21	24	3	61	2	48	40	85	3	21	329	7	0	7	0	10	41	9	8	22	0	21	10	29	31	3	26	5	23	6	21	15	25	7	9	18	2	0	0	19	20	1	18	6	24	38	20	7	7	11	7	246	24	1	5	4	2	35	13	18	11	8	5	8	0	15	27	4	12	6	29	0	69	20	49	11	61	4	15	0	26	6	16	17	32	6	4	41	0	21	11	0	413	2	42	4	4	0	10	11	2	30	0	4	16	3	3	29	4	1	6	0	15	4	16	1	2	1	1
NR_044049.1_Coprococcus_eutactus_strain_ATCC_27759_16S_ribosomal_RNA_gene__partial_sequence	31	0	0	162	0	237	61	487	123	0	95	332	33	0	4	43	3	0	41	1	166	0	30	639	0	0	46	0	3	394	0	0	0	416	429	0	0	988	42	2	264	0	7	1	128	0	20	0	0	0	11	39	0	204	469	0	0	0	254	0	0	22	0	0	9	38	8	451	8	48	0	78	14	161	0	39	1	45	0	1	156	56	0	35	228	0	0	173	1	0	0	17	0	273	0	141	27	55	683	0	12	160	0	71	636	646	269	0	3	101	42	131	0	0	30	12	138	0	0	0	0	0	291	234	72	148	0	278	136	0	0	113	0	57	547	187	17	1	30	0	0	0	0	12	0	0	117	0	22	193	0	0	228	0	0	0	0	0	0	0	0	0	10	10	6	0	350
NR_042817.1_Akkermansia_muciniphila_strain_Muc_16S_ribosomal_RNA_gene__complete_sequence	0	0	48	2	0	37	0	0	6	0	0	25	0	0	4	0	40	32	115	0	22	7	17	31	0	1	0	38	70	152	0	4	4	0	0	0	0	4	0	8	11	0	4	0	4	0	56	0	51	43	94	0	7	445	0	0	0	0	3	2	0	90	0	113	1	2	0	31	1	0	9	5	40	0	12	3	0	0	0	7	15	8	68	4	10	0	0	12	0	37	68	0	41	35	0	3	12	13	6	150	5	0	0	2	7	195	3	0	0	0	7	7	0	0	17	0	0	6	49	137	0	133	1	6	0	0	12	8	3	0	3	16	0	51	0	1	21	60	0	0	426	9	20	0	2	4	0	0	3	5	0	4	40	0	0	22	10	3	26	0	33	0	3	0	8	0	0
NR_042499.1_Bacteroides_xylanisolvens_strain_XB1A_16S_ribosomal_RNA_gene__partial_sequence	72	3853	2	3	2	27	7	21	55	16	45	109	102	103	31	39	4	610	239	502	2	1261	20	518	25	3	33	4	6	376	0	91	0	102	207	33	324	245	0	120	80	86	0	270	6	189	44	156	47	19	218	45	43	202	64	0	0	21	30	42	0	78	652	248	33	80	12	5	105	45	0	47	62	30	3	655	3	74	50	8	59	43	96	110	28	13	68	317	7	264	381	246	38	46	2	16	73	7	625	184	21	537	8	73	246	0	115	47	14	508	21	87	354	281	43	152	9	457	1	11	139	0	115	14	2	5	527	53	434	17	31	88	84	264	0	35	1264	80	111	38	389	232	34	533	16	582	147	261	5	13	26	1453	23	116	2	1583	110	0	123	3162	258	1488	71	11	1	8	255
NR_042745.1_Bacteroides_massiliensis_strain_B84634_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	91	0	0	273	0	0	0	0	0	0	10	0	1920	0	780	0	0	167	0	323	0	2	0	32	0	0	0	0	461	0	0	619	0	0	0	0	0	0	1	46	0	102	0	0	0	3	130	63	0	1146	0	0	3	0	62	0	0	0	0	22	0	0	58	366	0	0	0	2	980	0	1	0	0	165	0	0	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	7	13	0	0	101	0	0	0	0	0	135	16	0	0	0	310	171	0	0	181	8	1631	0	0	166	0	600	2591	1	0	283	1	0	1	0	52	0	13	1029	0	0	0	22	0	0	0	0	0	0	0	0	0	0	71	2356	0	175	0	0	1127
NR_042620.1_Leuconostoc_holzapfelii_strain_BFE_7000_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
