#OTU ID	035-1	039-1	040-1	011-1	038-1	023-1	047-1	057-1	030-1	055-1	024-1	052-1	046-1	026-1	029-1	033-1	050-1	043-1	034-1	041-1	021-1	037-1	051-1	014-1	007-1	028-1	044-1	027-1
NR_041351.1_Bacteroides_dorei_strain_175_16S_ribosomal_RNA_gene__partial_sequence	9	28	10	0	0	167	3	3	18	0	0	0	123	0	0	0	0	15	29	0	29	0	0	0	0	11	0	0
NR_041343.1_Parabacteroides_merdae_strain_JCM_9497_16S_ribosomal_RNA_gene__partial_sequence	0	50	184	0	1	23	71	42	75	81	0	2	82	0	6	239	0	1	65	58	42	544	9	0	54	23	0	1
NR_041611.1_Lactobacillus_ruminis_strain_NBRC_102161_16S_ribosomal_RNA_gene__partial_sequence	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0
NR_041461.1_Bacteroides_coprophilus_strain_CB42_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	9	160	44	0	0	0	0	0	5	0	0	2	2	0	1	0	8	0	0	0	0	0
NR_041560.1_Microbacterium_awajiense_strain_YM13-414_16S_ribosomal_RNA_gene__partial_sequence	0	1	1	1	1	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1
NR_041464.1_Parabacteroides_johnsonii_strain_M-165_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	0	0	0	0	0	5	0	1	0	0	0	1	0	0	0	1	0	54	0	0	0	0	0	0	0
NR_041468.1_Lactobacillus_parafarraginis_strain_NRIC_0677_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
NR_041590.1_Megamonas_funiformis_strain_YIT_11815_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041626.1_Paraprevotella_clara_strain_YIT_11840_16S_ribosomal_RNA_gene__partial_sequence	0	0	8	0	3	17	4	30	32	0	2	0	0	0	0	27	0	10	34	0	85	20	7	0	0	0	0	0
NR_041659.1_Lactobacillus_rapi_strain_YIT_11204_16S_ribosomal_RNA_gene__complete_sequence	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
NR_041926.1_Staphylococcus_equorum_subsp._linens_strain_RP29_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041882.1_Robinsoniella_peoriensis_strain_PPC31_16S_ribosomal_RNA_gene__complete_sequence	0	4	0	0	0	1	0	0	1	7	0	0	0	90	0	0	0	0	0	2	0	4	0	0	1	0	0	0
NR_041691.1_Butyricimonas_virosa_strain_MT12_16S_ribosomal_RNA_gene__partial_sequence	3	1	0	0	0	3	3	8	4	32	0	0	0	0	0	9	0	1	0	2	16	0	2	0	0	0	0	0
NR_041690.1_Butyricimonas_synergistica_strain_MT01_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041668.1_Barnesiella_intestinihominis_strain_YIT_11860_16S_ribosomal_RNA_gene__partial_sequence	0	132	4	0	0	0	0	0	0	37	0	0	3	0	0	20	0	0	9	0	0	0	0	0	0	1	3	0
NR_041667.1_Parasutterella_excrementihominis_strain_YIT_11859_16S_ribosomal_RNA_gene__partial_sequence	3	158	5	0	0	16	0	2	0	295	0	0	0	0	1	0	0	0	5	54	0	0	0	1	0	0	0	9
NR_041778.1_Desulfovibrio_piger_strain_ATCC_29098_16S_ribosomal_RNA_gene__complete_sequence	4	27	0	0	0	4	3	16	7	38	0	0	9	0	0	0	3	0	0	12	0	0	5	0	0	0	2	2
NR_041795.1_Clostridium_subterminale_strain_DSM_6970_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041875.1_Bifidobacterium_catenulatum_strain_DSM_16992_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
NR_041920.1_Lactobacillus_gasseri_strain_ATCC_33323_16S_ribosomal_RNA_gene__complete_sequence	11	78	0	5	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	25	0	2550	0	0	0
NR_041894.1_Acidaminococcus_intestini_strain_ADV_255.99_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	2	0	0	0	1	23	0	0	0	0	0	0	0	1	0	0	0	0	0	0	16	0	4	0
NR_041938.1_Peptoniphilus_lacrimalis_strain_CCUG_31350_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	45	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NR_041960.1_Blautia_luti_strain_BInIX_16S_ribosomal_RNA_gene__complete_sequence	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0
NR_041939.1_Anaerococcus_prevotii_strain_CCUG_41932_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041941.1_Anaerococcus_tetradius_strain_CCUG_46590_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041954.1_Prevotella_brevis_strain_GA33_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NR_041951.1_Acetonema_longum_strain_DSM_6540_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NR_042008.1_Roseburia_hominis_strain_A2-183_16S_ribosomal_RNA_gene__complete_sequence	7	15	5	0	1	45	47	237	26	46	77	70	0	6	3	29	0	0	11	66	1	64	2	5	0	44	29	0
NR_042777.1_Streptococcus_vestibularis_strain_ATCC_49124_16S_ribosomal_RNA_gene__complete_sequence	64	24	3	43	184	29	56	13	3	39	1898	176	175	104	149	11	10	23	24	182	67	2	116	3068	74	58	1765	55
NR_042771.1_Streptococcus_cristatus_strain_ATCC_51100_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	2	0
NR_042389.1_Enterococcus_devriesei_strain_LMG_14595_16S_ribosomal_RNA_gene__complete_sequence	0	11	1	1	145	0	0	50	1	0	0	0	0	29	0	0	26	0	1	0	0	4	0	4	7	3	68	16
NR_042057.1_Pediococcus_acidilactici_strain_DSM_20284_16S_ribosomal_RNA_gene__complete_sequence	0	1	0	0	46	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	263	0	0	3
NR_042220.1_Slackia_faecicanis_strain_5WC12_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0
NR_042144.1_Clostridium_butyricum_strain_VPI3266_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_042124.1_Mobiluncus_curtisii_subsp._holmesii_strain_BV376-6_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_042058.1_Pediococcus_pentosaceus_strain_DSM_20336_16S_ribosomal_RNA_gene__complete_sequence	0	66	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NR_042167.1_Actinomyces_graevenitzii_strain_CCUG_27294_16S_ribosomal_RNA_gene__complete_sequence	0	4	0	0	2	0	0	0	3	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	1	2	0
NR_042553.1_Streptococcus_merionis_strain_WUE3771_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	46	2	0	2	0	0	0	0	0	0	0	3
NR_042499.1_Bacteroides_xylanisolvens_strain_XB1A_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NR_042428.1_Actinomyces_neuii_strain_DSM_8576_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_042437.1_Lactobacillus_curvatus_strain_DSM_20019_16S_ribosomal_RNA_gene__partial_sequence	0	0	4	0	8	0	0	0	5	0	0	66	0	3	1	1	0	0	0	28	0	0	0	0	0	0	2	0
NR_042540.1_Flavobacterium_ceti_strain_454-2_16S_ribosomal_RNA_gene__complete_sequence	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NR_042620.1_Leuconostoc_holzapfelii_strain_BFE_7000_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NR_042745.1_Bacteroides_massiliensis_strain_B84634_16S_ribosomal_RNA_gene__partial_sequence	0	23	0	0	0	57	3	0	3	0	2	7	146	0	0	74	0	0	50	0	295	10	7	0	0	1	0	0
NR_043551.1_Lactonifactor_longoviformis_strain_ED-Mt61_PYG-s6_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	8	4	0	0	4	0	4	0	0
NR_042878.1_Haemophilus_parainfluenzae_strain_CCUG_12836_16S_ribosomal_RNA_gene__partial_sequence	1	1	0	0	11	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	5	3	0
NR_042840.1_Eggerthella_sinensis_strain_HKU14_16S_ribosomal_RNA_gene__partial_sequence	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1
NR_043017.1_Bacteroides_nordii_strain_WAL_11050_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NR_042930.1_Acetanaerobacterium_elongatum_strain_Z7_16S_ribosomal_RNA_gene__complete_sequence	0	2	0	0	0	1	1	3	0	1	0	0	0	0	3	1	0	0	1	2	1	0	3	1	14	0	8	2
NR_042893.1_Trabulsiella_guamensis_strain_ATCC_49490_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NR_043231.1_Dialister_propionicifaciens_strain_ADV_1053.03_16S_ribosomal_RNA_gene__partial_sequence	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	0	0
NR_043142.1_Flavonifractor_plautii_strain_Prevot_S1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	3	0	0	1	51	0	7	0	1	0	1	0	0	1	2	0	2	3	15	0	0	9	0
NR_043042.1_Thermincola_ferriacetica_strain_Z-0001_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NR_043152.1_Ralstonia_pickettii_strain_ATCC_27511_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
NR_043442.2_Bifidobacterium_pseudolongum_strain_PNC-2-9G_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043308.1_Massilia_albidiflava_strain_45_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	2	2	3	1	7	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
NR_043332.1_Veillonella_parvula_strain_ATCC_10790_16S_ribosomal_RNA_gene__partial_sequence	0	14	0	6	0	0	0	0	0	2	0	1	0	17	0	0	31	0	0	0	1	0	0	0	59	0	0	0
NR_043550.1_{Clostridium}_saccharogumia_strain_SDG-Mt85-3Db_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
NR_044490.1_Butyricicoccus_pullicaecorum_strain_25-3_16S_ribosomal_RNA_gene__partial_sequence	16	23	43	0	298	38	5	134	12	22	25	124	28	2	10	41	0	61	75	36	24	212	49	114	46	12	6	78
NR_044048.1_Coprococcus_comes_strain_ATCC_27758_16S_ribosomal_RNA_gene__partial_sequence	140	22	422	0	144	111	114	335	25	42	393	344	42	644	123	24	0	284	244	18	93	676	55	488	0	183	7	8
NR_043680.1_{Clostridium}_aldenense_strain_RMA_9741_16S_ribosomal_RNA_gene__partial_sequence	2	29	30	0	0	1	34	27	0	56	46	10	35	0	34	0	1	50	57	20	3	194	4	101	0	56	2	4
NR_043589.1_Peptostreptococcus_stomatis_strain_W2278_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
NR_043605.1_Campylobacter_gracilis_strain_ATCC_33236_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
NR_043671.1_Clostridium_tetanomorphum_strain_DSM_4474_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NR_043681.1_{Clostridium}_citroniae_strain_RMA_16102_16S_ribosomal_RNA_gene__partial_sequence	0	5	0	0	0	18	0	12	0	18	7	1	5	0	0	4	0	10	0	114	0	4	1	17	1	0	2	13
NR_044022.2_Howardella_ureilytica_strain_GPC_589_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	9	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_043775.1_Moryella_indoligenes_strain_AIP_220.04_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NR_044054.1_Blautia_wexlerae_strain_DSM_19850_16S_ribosomal_RNA_gene__partial_sequence	9	54	1352	147	294	23	53	43	23	140	207	122	24	12	158	102	0	324	74	42	89	28	42	336	0	47	43	176
NR_044049.1_Coprococcus_eutactus_strain_ATCC_27759_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	55	0	0	3	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044265.1_Ruminococcus_gauvreauii_strain_CCRI-16110_16S_ribosomal_RNA_gene__partial_sequence	1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
NR_044061.1_Cronobacter_turicensis_strain_z3032_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
NR_044289.1_{Clostridium}_lavalense_strain_CCRI-9842_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	14
NR_044357.1_Lactococcus_chungangensis_strain_CAU_28_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	35	0	0	2	1	2	0	0	0	0	0	0	0	9	1	2	0	0
NR_044321.1_Microbacterium_profundi_strain_Shh49_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044358.1_Lactococcus_plantarum_strain_DSM_20686_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044443.1_Sorangium_cellulosum_strain_DSM_14627_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_074333.1_Ethanoligenens_harbinense_strain_YUAN-3_16S_ribosomal_RNA_gene__complete_sequence	0	22	0	0	0	3	1	2	0	27	0	0	0	0	0	2	0	0	0	4	1	0	0	0	0	0	0	0
NR_044972.1_Sporobacter_termitidis_strain_SYR_16S_ribosomal_RNA_gene__complete_sequence	3	7	1	0	0	4	8	26	16	0	1	2	3	0	2	19	0	1	0	4	2	36	9	0	0	0	1	0
NR_044912.1_Streptococcus_hyovaginalis_strain_SHV515_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NR_044626.1_Lawsonia_intracellularis_strain_1482_89_16S_ribosomal_RNA_gene__complete_sequence	6	19	0	0	0	0	1	0	0	5	0	0	1	0	0	0	5	0	1	40	0	4	0	0	0	0	1	1
NR_044731.2_{Eubacterium}_biforme_strain_DSM_3989_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	7	55	28	43	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044645.2_Dorea_formicigenerans_strain_ATCC_27755_16S_ribosomal_RNA_gene__complete_sequence	41	0	0	0	0	7	37	8	5	0	0	15	4	1	4	0	0	12	8	0	0	0	8	0	0	42	0	0
NR_044629.1_Prevotella_bivia_strain_ATCC_29303_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
NR_044873.1_Rothia_mucilaginosa_strain_DSM_20746_16S_ribosomal_RNA_gene__partial_sequence	0	5	1	1	83	0	3	2	0	0	0	0	4	0	0	0	22	0	0	0	2	0	2	3	0	0	0	37
NR_044854.1_Brevibacterium_aurantiacum_strain_NCDO_739_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_044786.1_Methanobrevibacter_smithii_strain_PS_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	1	2	0	0	0	0	0	16	0	0	5	0	8	0	0	4	0	1	0	1	0
NR_074131.1_Desulfosporosinus_orientis_strain_DSM_765_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_074425.1_Cryptobacterium_curtum_strain_DSM_15641_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0
NR_074414.1_Olsenella_uli_strain_DSM_7084_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	10	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0
NR_074575.1_Anaerococcus_prevotii_strain_DSM_20548_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_074535.1_Odoribacter_splanchnicus_strain_DSM_220712_16S_ribosomal_RNA_gene__complete_sequence	7	12	6	0	0	5	0	2	48	18	0	3	7	0	1	36	0	1	5	90	22	2	1	7	0	0	0	2
NR_074568.1_Rothia_dentocariosa_strain_ATCC_17931_16S_ribosomal_RNA_gene__complete_sequence	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NR_074588.1_Porphyromonas_asaccharolytica_strain_DSM_20707_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_074793.1_Oscillibacter_valericigenes_strain_Sjm18-20_16S_ribosomal_RNA_gene__complete_sequence	83	93	135	0	8	123	60	908	172	231	5	2	385	2	125	1045	0	93	147	1166	50	176	277	63	0	4	135	0
NR_074634.1_Eubacterium_rectale_strain_ATCC_33656_16S_ribosomal_RNA_gene__complete_sequence	426	8	78	0	26	176	18	1584	374	96	8	328	296	1	0	3	0	2773	1596	776	166	4	99	0	0	534	73	0
NR_104799.1_Anaerostipes_hadrus_strain_DSM_3319_16S_ribosomal_RNA_gene__partial_sequence	12	2	122	233	134	4	4	219	8	85	57	422	29	4	217	41	0	34	13	14	41	22	183	353	0	83	23	0
NR_074802.1_Bifidobacterium_adolescentis_strain_ATCC_15703_16S_ribosomal_RNA_gene__complete_sequence	1109	0	16	0	288	40	22	905	524	0	0	15	0	0	45	0	0	201	0	2	0	0	321	0	0	0	1720	0
NR_104737.1_Eubacterium_oxidoreducens_strain_G41_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	4	0	11	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
NR_104700.1_Blautia_coccoides_strain_JCM_1395_16S_ribosomal_RNA_gene__partial_sequence	21	0	6	0	4	24	24	2	2	17	4	10	2	28	5	4	0	2	2	90	0	4	11	14	0	4	7	38
NR_104687.1_Blautia_hansenii_strain_JCM_14655_16S_ribosomal_RNA_gene__partial_sequence	3	0	30	8	25	0	4	1	4	7	0	1	3	0	9	16	0	21	0	18	7	6	3	2	0	0	20	0
NR_102852.1_{Clostridium}_saccharolyticum_strain_WM1_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	1	0	1	0	4	2	0	0	1	0	0	1	0
NR_074809.1_Roseburia_hominis_strain_A2-183_16S_ribosomal_RNA_gene__complete_sequence	5	3	0	0	0	4	36	9	0	0	4	0	6	0	0	0	0	0	1	2	0	0	5	0	0	0	0	2
NR_074928.1_Acidaminococcus_fermentans_strain_DSM_20731_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_075036.1_Lactobacillus_reuteri_strain_DSM_20016_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NR_104568.1_Weissella_paramesenteroides_strain_NRIC_1542_16S_ribosomal_RNA_gene__partial_sequence	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_102987.1_{Clostridium}_clariflavum_strain_DSM_19732_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	4	0	9	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0
NR_102861.1_Alistipes_shahii_strain_WAL_8301_16S_ribosomal_RNA_gene__complete_sequence	0	2	3	0	0	0	1	0	2	39	0	0	12	0	0	0	0	7	0	0	21	0	0	0	2	0	0	0
NR_102944.1_Alistipes_finegoldii_strain_DSM_17242_16S_ribosomal_RNA_gene__complete_sequence	35	0	2	0	0	0	0	4	2	187	1	0	0	0	0	29	0	0	0	42	14	6	0	0	0	0	0	11
NR_102936.1_Atopobium_parvulum_strain_DSM_20469_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_102980.1_Megasphaera_elsdenii_strain_DSM_20460_16S_ribosomal_RNA_gene__complete_sequence	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NR_104735.1_Butyrivibrio_crossotus_strain_DSM_2876_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	117	3	0	0	0	0	0	0	71	0	0	0	0	0	0	44	0	0	0	0	0
NR_104744.1_Terrisporobacter_mayombei_strain_SFC-5_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	5	11	0	4	1	0	1	11	42	0	3	0	0	0	0	0	2	0	0	5	0	0	0	2	0
NR_104783.1_Acetivibrio_ethanolgignens_strain_77-6_16S_ribosomal_RNA_gene__partial_sequence	0	9	2	0	0	0	13	0	2	0	0	0	0	0	1	34	0	2	0	0	0	0	15	0	0	0	0	0
NR_104803.1_{Eubacterium}_contortum_strain_DSM_3982_16S_ribosomal_RNA_gene__partial_sequence	0	5	2	0	0	0	1	1	0	0	0	11	1	2	1	15	0	1	2	32	0	2	0	4	0	0	1	4
NR_104800.1_{Eubacterium}_fissicatena_strain_DSM_3598_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NR_104823.1_Citrobacter_amalonaticus_strain_CECT_863_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0
NR_104826.1_Shigella_sonnei_strain_CECT_4887_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NR_112932.1_Bacteroides_caccae_strain_JCM_9498_16S_ribosomal_RNA_gene__partial_sequence	193	427	9	0	0	45	1	47	14	0	2	6	148	0	1	603	1	14	0	0	296	4	38	2	0	7	0	6
NR_104940.1_Escherichia_hermannii_strain_CIP_103176_16S_ribosomal_RNA__partial_sequence	0	12	0	1	1	0	137	11	2	6	0	0	1	1704	902	0	3121	0	3	0	19	34	4	33	28	0	0	0
NR_104907.1_Eubacterium_coprostanoligenes_strain_HL_16S_ribosomal_RNA_gene__partial_sequence	50	446	80	0	0	10	134	103	14	0	26	19	0	3	149	25	1	236	3	0	2	2	125	0	0	29	34	0
NR_104890.1_Citrobacter_koseri_strain_CDC-8132-86_16S_ribosomal_RNA__partial_sequence	48	4	0	6	14	0	2	8	3	19	2	2	128	363	954	0	3338	170	177	0	47	38	8	39	15	4	3075	202
NR_104846.1_Gemmiger_formicilis_strain_X2-56_16S_ribosomal_RNA_gene__partial_sequence	170	211	745	0	572	561	114	456	198	57	1105	91	696	1237	210	277	7	319	953	856	399	86	466	1424	23	844	940	28
NR_104842.1_Eubacterium_uniforme_strain_X3C39_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NR_104898.1_Corynebacterium_argentoratense_strain_IBS_B10697_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_104897.1_Lautropia_mirabilis_strain_SSI_AB_2188_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_109014.1_Blautia_faecis_strain_M25_16S_ribosomal_RNA_gene__partial_sequence	123	134	602	0	150	212	88	112	119	113	304	53	98	14	83	229	0	408	449	920	188	842	146	353	84	1601	56	5
